time,voltage,current
1574095727.2115498,3.54942,1.20054
1574095728.3145907,3.54949,1.20053
1574095729.4198587,3.54948,1.20053
1574095730.525783,3.54955,1.20054
1574095731.6338093,3.54958,1.20052
1574095732.7400184,3.54957,1.20052
1574095733.8468168,3.54965,1.20052
1574095734.9558492,3.54968,1.20053
1574095736.050852,3.54971,1.20052
1574095737.1533074,3.54977,1.20053
1574095738.251412,3.54981,1.20051
1574095739.3655736,3.54983,1.20051
1574095740.4673014,3.54989,1.20052
1574095741.5710044,3.54988,1.20054
1574095742.6690757,3.54996,1.20052
1574095743.7721193,3.54997,1.20053
1574095744.8704133,3.55001,1.20054
1574095745.973917,3.55007,1.20053
1574095747.0823245,3.55008,1.20053
1574095748.1935208,3.55012,1.20052
1574095749.3051105,3.55018,1.20053
1574095750.4170392,3.55018,1.20053
1574095751.5244915,3.55023,1.20052
1574095752.6261532,3.55026,1.20052
1574095753.7266724,3.55029,1.20052
1574095754.827289,3.55033,1.20052
1574095755.9216547,3.55036,1.20052
1574095757.021312,3.55042,1.20054
1574095758.120859,3.55044,1.20053
1574095759.229162,3.55049,1.20052
1574095760.3359122,3.55052,1.20053
1574095761.4431684,3.55057,1.20052
1574095762.5503104,3.5506,1.20052
1574095763.649281,3.55061,1.20053
1574095764.7564492,3.55065,1.20053
1574095765.8720527,3.55072,1.20053
1574095766.9792404,3.55077,1.20051
1574095768.088279,3.55079,1.20052
1574095769.1897826,3.5508,1.20053
1574095770.3016107,3.55086,1.20052
1574095771.409121,3.55085,1.20051
1574095772.5184972,3.55096,1.20053
1574095773.6239486,3.55099,1.20053
1574095774.7276323,3.55099,1.20053
1574095775.8406074,3.55104,1.20053
1574095776.9481986,3.55105,1.20051
1574095778.0537565,3.55111,1.20052
1574095779.1607964,3.55115,1.20052
1574095780.267622,3.55117,1.20053
1574095781.3759203,3.55123,1.20054
1574095782.483165,3.55129,1.20052
1574095783.5910735,3.5513,1.20053
1574095784.6983938,3.55134,1.20051
1574095785.7924259,3.55138,1.20053
1574095786.897787,3.55142,1.20053
1574095787.9881,3.55145,1.20052
1574095789.093159,3.55146,1.20053
1574095790.1940794,3.55152,1.20051
1574095791.3003993,3.55156,1.20052
1574095792.3902845,3.55162,1.20053
1574095793.4820125,3.55163,1.20052
1574095794.5965228,3.55174,1.20052
1574095795.7025108,3.55175,1.20053
1574095796.8082693,3.55176,1.20053
1574095797.9040873,3.55181,1.20052
1574095799.0006006,3.55182,1.20053
1574095800.1072643,3.55186,1.20053
1574095801.2165842,3.55189,1.20051
1574095802.314951,3.55193,1.20054
1574095803.4073203,3.55197,1.20052
1574095804.5086813,3.55204,1.20053
1574095805.603048,3.55207,1.20052
1574095806.6954157,3.55207,1.20052
1574095807.7887836,3.55213,1.20051
1574095808.8811522,3.55213,1.20053
1574095809.9835143,3.55218,1.20053
1574095811.0768821,3.55221,1.20054
1574095812.1692517,3.55227,1.20052
1574095813.2726126,3.55229,1.20051
1574095814.3789737,3.55237,1.20053
1574095815.4703443,3.55235,1.20053
1574095816.5725386,3.55241,1.20053
1574095817.6857908,3.55242,1.20052
1574095818.810385,3.55251,1.20053
1574095819.903772,3.55256,1.20051
1574095821.182033,3.55256,1.20053
1574095822.2792327,3.55263,1.20052
1574095823.3753073,3.55265,1.20051
1574095824.4816794,3.5527,1.20052
1574095825.588021,3.55276,1.20052
1574095826.6900687,3.55279,1.20051
1574095827.7952604,3.55283,1.20052
1574095828.8998322,3.55284,1.20054
1574095830.0150366,3.5529,1.20052
1574095831.1147563,3.55288,1.20051
1574095832.2205703,3.55294,1.20051
1574095833.320934,3.55299,1.2005
1574095834.4169955,3.55298,1.20053
1574095835.527925,3.55306,1.20051
1574095836.6364791,3.55313,1.20053
1574095837.7359135,3.55312,1.20052
1574095838.8286595,3.5532,1.20052
1574095839.9385266,3.5532,1.20051
1574095841.038957,3.55324,1.20052
1574095842.15538,3.55328,1.20052
1574095843.2617638,3.55334,1.20051
1574095844.3693018,3.55334,1.20051
1574095845.476614,3.55341,1.20052
1574095846.5816298,3.55339,1.20053
1574095847.6902475,3.55345,1.20053
1574095848.7988296,3.55348,1.20054
1574095849.9054089,3.55358,1.20052
1574095851.0101516,3.55361,1.20053
1574095852.1169236,3.55362,1.20054
1574095853.2247684,3.55365,1.20052
1574095854.3308692,3.55369,1.20053
1574095855.430759,3.55376,1.20052
1574095856.542697,3.55379,1.20053
1574095857.65779,3.55383,1.20053
1574095858.752873,3.55388,1.20051
1574095859.8640187,3.55391,1.20054
1574095860.9621856,3.55396,1.20054
1574095862.071474,3.55398,1.20052
1574095863.1832664,3.55402,1.20052
1574095864.2865677,3.55405,1.20051
1574095865.3970888,3.5541,1.20051
1574095866.5033739,3.55414,1.20053
1574095867.6096606,3.55416,1.20052
1574095868.716598,3.55422,1.20053
1574095869.825739,3.55424,1.20052
1574095870.9207113,3.5543,1.20053
1574095872.02075,3.55434,1.20052
1574095873.1247432,3.55435,1.20052
1574095874.2347782,3.55442,1.20051
1574095875.3417528,3.55446,1.20051
1574095876.448548,3.55446,1.20053
1574095877.5538383,3.55453,1.20051
1574095878.6670625,3.55457,1.20054
1574095879.7694001,3.5546,1.20051
1574095880.876861,3.55466,1.20053
1574095881.9771383,3.55469,1.20053
1574095883.088257,3.55471,1.20052
1574095884.1961136,3.55472,1.20052
1574095885.3072996,3.55481,1.20053
1574095886.4124124,3.55484,1.20052
1574095887.521323,3.55486,1.20052
1574095888.6272755,3.5549,1.20053
1574095889.737257,3.55497,1.20053
1574095890.835325,3.55499,1.20052
1574095891.925562,3.55503,1.20052
1574095893.0321317,3.55507,1.20053
1574095894.1413436,3.55512,1.20053
1574095895.2536361,3.55516,1.20052
1574095896.3657265,3.55522,1.20052
1574095897.480716,3.55521,1.20053
1574095898.590003,3.5553,1.20052
1574095899.6978142,3.55529,1.20051
1574095900.805628,3.55538,1.20052
1574095901.9053833,3.55538,1.20051
1574095903.0206656,3.55544,1.20051
1574095904.1283436,3.55549,1.20053
1574095905.2278883,3.55555,1.20052
1574095906.3440647,3.55557,1.20052
1574095907.4542112,3.5556,1.20053
1574095908.5529392,3.55563,1.20052
1574095909.671286,3.55568,1.20051
1574095910.7822633,3.55573,1.20053
1574095911.8899589,3.55577,1.20052
1574095912.997682,3.55581,1.20052
1574095914.102396,3.55584,1.20051
1574095915.2123024,3.55586,1.20053
1574095916.3188543,3.55595,1.20053
1574095917.4280715,3.55595,1.20053
1574095918.5358405,3.55603,1.20052
1574095919.6428106,3.55605,1.20052
1574095920.7517326,3.55606,1.20051
1574095921.8597143,3.55612,1.20053
1574095922.9595428,3.55614,1.20052
1574095924.0657809,3.55623,1.20053
1574095925.1691935,3.55621,1.20053
1574095926.2708902,3.55633,1.20051
1574095927.378924,3.55632,1.20053
1574095928.484938,3.55635,1.2005
1574095929.5930152,3.5564,1.20052
1574095930.6991107,3.55644,1.20052
1574095931.809526,3.55651,1.20053
1574095932.918522,3.55657,1.20051
1574095934.0118194,3.55659,1.20052
1574095935.120961,3.55662,1.20052
1574095936.233435,3.55664,1.20051
1574095937.3413975,3.5567,1.20052
1574095938.449455,3.55674,1.20052
1574095939.5486271,3.5568,1.20053
1574095940.6659756,3.55685,1.20051
1574095941.7745483,3.55687,1.20052
1574095942.8795698,3.55689,1.20052
1574095943.977627,3.55695,1.20052
1574095945.085759,3.55698,1.20052
1574095946.190833,3.55706,1.20053
1574095947.3216782,3.55704,1.20052
1574095948.4238093,3.55713,1.20052
1574095949.529943,3.55714,1.20051
1574095950.6370199,3.55718,1.20051
1574095951.7409818,3.55723,1.20054
1574095952.8549707,3.55728,1.20052
1574095953.958049,3.55736,1.20052
1574095955.0657592,3.55735,1.20051
1574095956.1739893,3.55746,1.20051
1574095957.2795196,3.55747,1.20053
1574095958.377659,3.55749,1.20052
1574095959.4807072,3.55755,1.20052
1574095960.5850494,3.55757,1.20052
1574095961.6883843,3.55764,1.20052
1574095962.7995238,3.55769,1.20052
1574095963.9162936,3.55775,1.20053
1574095965.026654,3.55777,1.20053
1574095966.1347222,3.5578,1.20053
1574095967.2481568,3.55788,1.20051
1574095968.3566487,3.5579,1.20051
1574095969.4649942,3.55792,1.20053
1574095970.577682,3.55796,1.20052
1574095971.6861625,3.55801,1.20053
1574095972.8017724,3.55807,1.20053
1574095973.9072087,3.55809,1.20052
1574095975.0229762,3.55815,1.20052
1574095976.1288917,3.5582,1.20053
1574095977.2411277,3.55826,1.20052
1574095978.352056,3.55828,1.20053
1574095979.4641356,3.55833,1.20052
1574095980.5707603,3.55835,1.20053
1574095981.6782172,3.55841,1.20052
1574095982.7927022,3.55846,1.20053
1574095983.8939593,3.5585,1.20052
1574095984.9962797,3.55856,1.20052
1574095986.1006866,3.55861,1.20052
1574095987.2114203,3.55864,1.20053
1574095988.3203807,3.55871,1.20052
1574095989.4264464,3.55875,1.20052
1574095990.5207477,3.55879,1.20053
1574095991.6176994,3.55883,1.20052
1574095992.7268498,3.55887,1.20052
1574095993.8367186,3.55892,1.20053
1574095994.948031,3.55896,1.20053
1574095996.0609527,3.55901,1.20052
1574095997.1769543,3.55903,1.20051
1574095998.28491,3.5591,1.20052
1574095999.402085,3.55913,1.20053
1574096000.5089865,3.5592,1.20052
1574096001.6187096,3.55923,1.20051
1574096002.7282805,3.55926,1.20053
1574096003.8403466,3.5593,1.20053
1574096004.9443269,3.55935,1.20051
1574096006.0481021,3.55939,1.20051
1574096007.1532722,3.55941,1.20053
1574096008.2608113,3.55948,1.20052
1574096009.3624043,3.55955,1.20053
1574096010.4665022,3.55956,1.20052
1574096011.5717835,3.5596,1.20053
1574096012.6819165,3.55965,1.20052
1574096013.7782025,3.55969,1.20052
1574096014.9083154,3.55969,1.20051
1574096016.0109742,3.55977,1.20052
1574096017.1168032,3.55982,1.20051
1574096018.2249522,3.55986,1.20053
1574096019.332791,3.55991,1.20053
1574096020.4416769,3.55995,1.20051
1574096021.5483427,3.55998,1.20052
1574096022.6580317,3.56007,1.20052
1574096023.7610667,3.5601,1.20051
1574096024.8771372,3.56014,1.20051
1574096025.9828732,3.56021,1.20054
1574096027.0842156,3.56024,1.20051
1574096028.1861691,3.56029,1.20051
1574096029.279194,3.56035,1.20051
1574096030.3812895,3.56037,1.20052
1574096031.4845912,3.56044,1.20052
1574096032.5919607,3.5605,1.20052
1574096033.698702,3.56056,1.20053
1574096034.8044386,3.56058,1.20051
1574096035.911276,3.56068,1.20051
1574096037.0199568,3.56069,1.20052
1574096038.1264064,3.56078,1.20052
1574096039.2251732,3.56076,1.20053
1574096040.3172917,3.56084,1.20051
1574096041.419731,3.56089,1.20052
1574096042.5281224,3.56092,1.20051
1574096043.6317923,3.561,1.20052
1574096044.7291524,3.56103,1.20053
1574096045.8332336,3.56106,1.20053
1574096046.9383378,3.56114,1.20053
1574096048.0400157,3.56119,1.20052
1574096049.1460059,3.5612,1.20051
1574096050.257192,3.56126,1.20053
1574096051.364257,3.56134,1.20052
1574096052.4756925,3.56137,1.20053
1574096053.5863252,3.56139,1.2005
1574096054.7013474,3.56146,1.2005
1574096055.8208728,3.56152,1.20052
1574096056.916312,3.5616,1.20053
1574096058.0383725,3.5616,1.20051
1574096059.130859,3.56163,1.20052
1574096060.2449257,3.56176,1.20052
1574096061.3565383,3.56181,1.20053
1574096062.4626718,3.56184,1.20054
1574096063.5719786,3.56186,1.20051
1574096064.6820984,3.56196,1.20052
1574096065.7895265,3.562,1.20052
1574096066.8967264,3.56204,1.20052
1574096068.0067766,3.56212,1.20053
1574096069.1171234,3.5621,1.20053
1574096070.2280707,3.56222,1.20052
1574096071.3408878,3.56228,1.20053
1574096072.449929,3.56232,1.2005
1574096073.5590625,3.56232,1.20053
1574096074.6737895,3.5624,1.20052
1574096075.7712414,3.56242,1.20051
1574096076.8725295,3.5625,1.20053
1574096077.979202,3.56257,1.20051
1574096079.091456,3.56266,1.20052
1574096080.204795,3.56266,1.20052
1574096081.3073692,3.56271,1.20053
1574096082.4093719,3.56277,1.20054
1574096083.519392,3.56279,1.20051
1574096084.6294363,3.56287,1.20052
1574096085.741068,3.5629,1.20052
1574096086.8535478,3.56299,1.20052
1574096087.9637024,3.56302,1.20051
1574096089.0766747,3.56305,1.20051
1574096090.1847575,3.56311,1.20052
1574096091.295713,3.56321,1.20051
1574096092.4107752,3.56324,1.20052
1574096093.5218024,3.56327,1.20053
1574096094.6328447,3.56332,1.20053
1574096095.7345107,3.56338,1.20051
1574096096.8330665,3.56345,1.20052
1574096097.941673,3.56351,1.20054
1574096099.0463154,3.56358,1.20051
1574096100.1400783,3.56363,1.20052
1574096101.2330844,3.56365,1.20053
1574096102.346009,3.56371,1.20053
1574096103.4568217,3.56376,1.20052
1574096104.5643108,3.56384,1.20053
1574096105.681321,3.56388,1.20051
1574096106.781565,3.56397,1.20053
1574096107.8904293,3.564,1.20051
1574096109.0023904,3.56407,1.20052
1574096110.1156986,3.56409,1.20052
1574096111.2217114,3.56416,1.20053
1574096112.3316395,3.56424,1.20053
1574096113.4404776,3.56429,1.20051
1574096114.5346694,3.56433,1.20052
1574096115.634825,3.56441,1.20052
1574096116.7394817,3.56449,1.20052
1574096117.8476124,3.56454,1.20051
1574096118.9558566,3.5646,1.20052
1574096120.0632696,3.56468,1.20052
1574096121.171163,3.56469,1.20052
1574096122.2778547,3.56476,1.20052
1574096123.3750474,3.56482,1.20051
1574096124.4771497,3.56488,1.20052
1574096125.5800273,3.56497,1.20052
1574096126.679659,3.56505,1.20052
1574096127.7721848,3.56507,1.20052
1574096128.87791,3.5651,1.20052
1574096129.9812791,3.56518,1.20051
1574096131.086669,3.56524,1.20053
1574096132.1905692,3.56529,1.20052
1574096133.3038604,3.56535,1.20052
1574096134.3976305,3.56532,1.20052
1574096135.491574,3.56544,1.20052
1574096136.6026185,3.5655,1.20051
1574096137.7015963,3.56557,1.20053
1574096138.807324,3.5656,1.20053
1574096139.8988912,3.56571,1.20053
1574096140.999802,3.56574,1.20053
1574096142.1092978,3.56579,1.20052
1574096143.2232463,3.56583,1.20052
1574096144.3328753,3.56588,1.20053
1574096145.4449146,3.56599,1.20053
1574096146.5572135,3.56604,1.20052
1574096147.6696274,3.5661,1.20052
1574096148.7843392,3.56616,1.20052
1574096149.8802793,3.56623,1.20052
1574096150.984121,3.56627,1.20052
1574096152.0902202,3.56635,1.20053
1574096153.2002914,3.56638,1.20052
1574096154.3122802,3.56643,1.20051
1574096155.427211,3.56651,1.20054
1574096156.5369627,3.56656,1.20052
1574096157.6484127,3.56662,1.20052
1574096158.749742,3.56665,1.20053
1574096159.8483884,3.56674,1.20052
1574096160.9545143,3.56682,1.20051
1574096162.175689,3.56688,1.20054
1574096163.2947505,3.56693,1.20054
1574096164.3919067,3.56703,1.20052
1574096165.4987407,3.56706,1.20054
1574096166.6022885,3.56714,1.20053
1574096167.6968784,3.56719,1.20051
1574096168.7910557,3.56731,1.20051
1574096169.9051263,3.56733,1.20054
1574096171.009989,3.56735,1.20053
1574096172.1162653,3.56746,1.20051
1574096173.211206,3.56753,1.20053
1574096174.316745,3.56757,1.20051
1574096175.421274,3.56762,1.20052
1574096176.5340397,3.56767,1.20054
1574096177.6474195,3.56775,1.20052
1574096178.7618434,3.56781,1.20052
1574096179.8593106,3.56789,1.20052
1574096180.9625652,3.56796,1.20052
1574096182.0695903,3.568,1.20052
1574096183.1774604,3.56808,1.20052
1574096184.2941022,3.5681,1.20051
1574096185.4077642,3.5682,1.20052
1574096186.5170984,3.56828,1.20053
1574096187.6268327,3.56834,1.20054
1574096188.738107,3.56839,1.20051
1574096189.8487878,3.56846,1.20053
1574096190.9588072,3.56852,1.20052
1574096192.0673232,3.56858,1.20051
1574096193.1797824,3.56865,1.20053
1574096194.2889075,3.56866,1.20052
1574096195.4043741,3.56878,1.20052
1574096196.5138564,3.56884,1.20053
1574096197.616005,3.56891,1.20051
1574096198.7120957,3.569,1.20053
1574096199.824402,3.56907,1.20052
1574096200.9272368,3.56908,1.20051
1574096202.0311086,3.56918,1.20053
1574096203.129266,3.56922,1.20053
1574096204.24135,3.56929,1.20051
1574096205.3523793,3.56933,1.20052
1574096206.459387,3.56942,1.20054
1574096207.564641,3.56946,1.20052
1574096208.676432,3.56953,1.20053
1574096209.7703764,3.56961,1.20052
1574096210.86884,3.56963,1.20053
1574096211.964763,3.56976,1.20052
1574096213.0653358,3.56981,1.20052
1574096214.1698036,3.56984,1.20052
1574096215.2762024,3.56994,1.20053
1574096216.3827012,3.57,1.20052
1574096217.490011,3.57007,1.20053
1574096218.5984187,3.57012,1.20052
1574096219.7079256,3.57022,1.20052
