time,voltage,current
1574096220.8074484,3.57021,1.20052
1574096221.8989673,3.57031,1.20052
1574096223.011343,3.57042,1.20053
1574096224.114756,3.57048,1.20052
1574096225.2181919,3.57054,1.20051
1574096226.3305688,3.5706,1.20052
1574096227.438656,3.57064,1.20053
1574096228.549057,3.57074,1.20052
1574096229.653259,3.57083,1.20054
1574096230.7563424,3.57086,1.20054
1574096231.8583548,3.57093,1.20052
1574096232.9544258,3.57099,1.20055
1574096234.056521,3.57105,1.20052
1574096235.1526284,3.57119,1.20052
1574096236.2650478,3.57124,1.20052
1574096237.3656335,3.57125,1.20051
1574096238.4687586,3.57135,1.20053
1574096239.5709262,3.57139,1.20053
1574096240.665961,3.57148,1.20053
1574096241.7690015,3.57158,1.20052
1574096242.8719966,3.57162,1.20051
1574096243.9768739,3.57169,1.20052
1574096245.0810363,3.57174,1.20051
1574096246.1863396,3.57182,1.20053
1574096247.2968774,3.5719,1.20052
1574096248.4041674,3.57197,1.20051
1574096249.5098696,3.57206,1.20052
1574096250.6193256,3.57213,1.20053
1574096251.7189646,3.5722,1.20052
1574096252.813236,3.57225,1.20052
1574096253.923554,3.57231,1.20052
1574096255.031471,3.57242,1.20052
1574096256.1385176,3.57248,1.20054
1574096257.242538,3.57256,1.20052
1574096258.3495421,3.57262,1.20053
1574096259.4573753,3.57271,1.20051
1574096260.5539799,3.57281,1.20052
1574096261.6557322,3.57285,1.20052
1574096262.7527838,3.57293,1.20051
1574096263.844685,3.57298,1.20052
1574096264.9537573,3.57305,1.20052
1574096266.0568006,3.57314,1.20052
1574096267.1578984,3.57323,1.20052
1574096268.252128,3.57326,1.20052
1574096269.3476195,3.57338,1.20052
1574096270.4439697,3.57344,1.20052
1574096271.548198,3.57348,1.20052
1574096272.644682,3.57356,1.20052
1574096273.7391987,3.57363,1.20052
1574096274.8312247,3.57373,1.20053
1574096275.9419143,3.57377,1.20051
1574096277.0552964,3.57387,1.20052
1574096278.1573558,3.57393,1.20052
1574096279.2614305,3.57401,1.20051
1574096280.3635528,3.57408,1.20052
1574096281.468697,3.57417,1.20052
1574096282.5746102,3.57422,1.20051
1574096283.684747,3.5743,1.20052
1574096284.7821593,3.57441,1.20052
1574096285.8746579,3.57446,1.20053
1574096286.9805572,3.57454,1.20052
1574096288.0807745,3.57467,1.20052
1574096289.1756303,3.5747,1.20051
1574096290.2797008,3.57475,1.20053
1574096291.377959,3.57489,1.20052
1574096292.4865777,3.57497,1.20052
1574096293.5862436,3.57505,1.20052
1574096294.705602,3.5751,1.20052
1574096295.804988,3.57517,1.20051
1574096296.931284,3.57525,1.20053
1574096298.0244846,3.57536,1.20051
1574096299.1281986,3.57544,1.20052
1574096300.233306,3.57548,1.20053
1574096301.3423078,3.57554,1.20052
1574096302.4483006,3.57568,1.20054
1574096303.555374,3.57573,1.20053
1574096304.6644351,3.57581,1.20052
1574096305.7615218,3.57589,1.20053
1574096306.8619258,3.57598,1.20052
1574096307.9519918,3.57603,1.20054
1574096309.0419898,3.57614,1.20052
1574096310.1557088,3.5762,1.20052
1574096311.2651653,3.57632,1.20051
1574096312.3662364,3.57636,1.20052
1574096313.4637039,3.57644,1.20052
1574096314.55449,3.57653,1.20052
1574096315.6487653,3.57663,1.20052
1574096316.743834,3.57669,1.20053
1574096317.8459551,3.5768,1.20052
1574096318.938262,3.57686,1.20051
1574096320.0405724,3.57694,1.20053
1574096321.134049,3.57703,1.20052
1574096322.2438097,3.57709,1.20052
1574096323.3502288,3.5772,1.20052
1574096324.453791,3.57727,1.20052
1574096325.5456092,3.57736,1.20053
1574096326.6569548,3.57742,1.20051
1574096327.7655563,3.57752,1.20052
1574096328.872767,3.57758,1.20052
1574096329.9802995,3.57769,1.2005
1574096331.082325,3.57777,1.20052
1574096332.1839087,3.57786,1.20052
1574096333.2858124,3.57797,1.20051
1574096334.3961077,3.578,1.20052
1574096335.5016758,3.57813,1.20051
1574096336.6106942,3.57819,1.20052
1574096337.7051568,3.57829,1.20053
1574096338.8017485,3.57838,1.20051
1574096339.8993974,3.57846,1.2005
1574096341.028836,3.57853,1.20052
1574096342.1259444,3.57863,1.20052
1574096343.237281,3.57872,1.20052
1574096344.348429,3.57882,1.2005
1574096345.456175,3.5789,1.20052
1574096346.5678654,3.57898,1.20053
1574096347.6863942,3.57907,1.20053
1574096348.7793899,3.57916,1.20051
1574096349.879459,3.57922,1.20052
1574096350.9846022,3.57932,1.20052
1574096352.0894685,3.57945,1.20053
1574096353.192175,3.57949,1.20052
1574096354.298413,3.5796,1.20053
1574096355.414915,3.5797,1.20052
1574096356.5231605,3.5798,1.20051
1574096357.6351442,3.57986,1.20052
1574096358.7365572,3.57995,1.20052
1574096359.8285956,3.58003,1.20052
1574096360.924779,3.58014,1.20051
1574096362.0157773,3.58028,1.20052
1574096363.1257572,3.58034,1.20052
1574096364.2378933,3.58043,1.20051
1574096365.346942,3.58054,1.20052
1574096366.4546156,3.58066,1.20052
1574096367.5569053,3.58074,1.20052
1574096368.66004,3.58083,1.20053
1574096369.753124,3.58096,1.20052
1574096370.8535407,3.58099,1.20052
1574096371.9590878,3.58115,1.20051
1574096373.0685973,3.5812,1.20053
1574096374.175019,3.58129,1.20053
1574096375.2842078,3.58139,1.20053
1574096376.3893287,3.58148,1.20049
1574096377.4982827,3.58157,1.20051
1574096378.6043236,3.58167,1.20052
1574096379.702475,3.58177,1.20053
1574096380.8042336,3.58188,1.20053
1574096381.8942597,3.58196,1.20052
1574096382.989236,3.58203,1.20052
1574096384.092425,3.58215,1.20052
1574096385.1996756,3.58224,1.20052
1574096386.3056045,3.58237,1.20052
1574096387.4088533,3.58243,1.20052
1574096388.515153,3.58256,1.20051
1574096389.628675,3.58262,1.20052
1574096390.7389598,3.58273,1.20053
1574096391.848074,3.58283,1.20052
1574096392.956997,3.58294,1.20051
1574096394.0652084,3.58304,1.20052
1574096395.1647227,3.58313,1.20052
1574096396.25797,3.58326,1.20051
1574096397.3680804,3.58339,1.20051
1574096398.4711862,3.58345,1.20053
1574096399.5774326,3.58356,1.20051
1574096400.6938002,3.58362,1.20052
1574096401.8727472,3.58377,1.20052
1574096402.9770606,3.58389,1.20052
1574096404.089747,3.58395,1.20051
1574096405.1931043,3.58407,1.20051
1574096406.3021362,3.58417,1.20051
1574096407.4074972,3.58425,1.20051
1574096408.5134692,3.58435,1.20051
1574096409.6257467,3.58449,1.20051
1574096410.7315543,3.58454,1.20051
1574096411.8304708,3.58468,1.20051
1574096412.9426734,3.58474,1.2005
1574096414.0519042,3.5849,1.20051
1574096415.1510072,3.58498,1.20051
1574096416.269896,3.58507,1.20052
1574096417.3788667,3.58518,1.20053
1574096418.4850578,3.58527,1.20054
1574096419.593256,3.5854,1.20051
1574096420.6999147,3.58547,1.20052
1574096421.808022,3.58559,1.20052
1574096422.9058418,3.58569,1.20052
1574096424.001126,3.5858,1.20052
1574096425.1076124,3.58589,1.20052
1574096426.2076986,3.586,1.2005
1574096427.31441,3.58616,1.20051
1574096428.4178612,3.58625,1.20053
1574096429.5319407,3.58639,1.2005
1574096430.6404421,3.58648,1.20052
1574096431.7513347,3.58658,1.20051
1574096432.850614,3.58668,1.20052
1574096433.9412193,3.58679,1.20052
1574096435.0366168,3.58691,1.20051
1574096436.128645,3.587,1.20052
1574096437.2282226,3.58712,1.20051
1574096438.3347526,3.58722,1.20051
1574096439.4398065,3.58734,1.20053
1574096440.5491092,3.58748,1.20051
1574096441.6584883,3.58756,1.20053
1574096442.7679155,3.58768,1.20053
1574096443.871938,3.58777,1.20053
1574096444.9749675,3.58788,1.20051
1574096446.0799825,3.58801,1.20052
1574096447.1924324,3.58813,1.20051
1574096448.2975569,3.58824,1.20051
1574096449.4011574,3.58834,1.20051
1574096450.5117316,3.58848,1.20052
1574096451.6155386,3.5886,1.20052
1574096452.7159233,3.58871,1.20052
1574096453.8274624,3.58883,1.20053
1574096454.9415205,3.58892,1.20052
1574096456.046023,3.58906,1.20052
1574096457.1535645,3.58915,1.20051
1574096458.263499,3.5893,1.20051
1574096459.3697126,3.58937,1.20052
1574096460.4788797,3.58952,1.20051
1574096461.5830615,3.58965,1.20052
1574096462.6954467,3.58973,1.20052
1574096463.7975776,3.58986,1.20051
1574096464.906646,3.58999,1.20051
1574096466.012105,3.59014,1.20052
1574096467.1218376,3.59022,1.2005
1574096468.2301245,3.59037,1.20052
1574096469.336548,3.59045,1.20052
1574096470.431874,3.59061,1.20051
1574096471.5268059,3.59071,1.20052
1574096472.6389344,3.59085,1.20052
1574096473.7346468,3.59097,1.20052
1574096474.838273,3.59106,1.20053
1574096475.9281836,3.59121,1.20051
1574096477.021496,3.59134,1.20053
1574096478.1249313,3.59149,1.20053
1574096479.2308419,3.59158,1.20052
1574096480.3369334,3.59172,1.20052
1574096481.4353766,3.59184,1.20051
1574096482.5365477,3.59198,1.20051
1574096483.6324606,3.59209,1.20052
1574096484.7233543,3.59223,1.20052
1574096485.8168447,3.59233,1.20051
1574096486.9177623,3.59246,1.20051
1574096488.012731,3.59259,1.20052
1574096489.121971,3.59273,1.20051
1574096490.227166,3.59285,1.20051
1574096491.3368144,3.59296,1.2005
1574096492.4462116,3.59311,1.20052
1574096493.5542488,3.59323,1.20051
1574096494.6584773,3.59337,1.20053
1574096495.7684383,3.59347,1.20052
1574096496.8694482,3.59362,1.2005
1574096497.9641356,3.59374,1.20052
1574096499.0672073,3.5939,1.20051
1574096500.1600819,3.59401,1.20051
1574096501.259164,3.59416,1.20051
1574096502.3543131,3.59427,1.2005
1574096503.4708586,3.5944,1.20052
1574096504.5670106,3.59451,1.20051
1574096505.673594,3.59462,1.20052
1574096506.7682614,3.59475,1.20052
1574096507.871896,3.5949,1.2005
1574096508.988862,3.59507,1.20051
1574096510.0851793,3.59518,1.20052
1574096511.1870522,3.59532,1.20051
1574096512.292084,3.59544,1.20051
1574096513.3872766,3.59558,1.20051
1574096514.4902833,3.5957,1.20052
1574096515.5815368,3.59583,1.20052
1574096516.6943717,3.59599,1.20051
1574096517.79995,3.59612,1.20052
1574096518.9081879,3.59627,1.20053
1574096520.0193915,3.5964,1.20052
1574096521.1240382,3.59655,1.20053
1574096522.228837,3.5967,1.20052
1574096523.3350468,3.59685,1.20052
1574096524.4463835,3.597,1.20051
1574096525.5581388,3.59713,1.20052
1574096526.6681752,3.59728,1.20052
1574096527.7714214,3.59743,1.20052
1574096528.87639,3.59752,1.20053
1574096529.9834583,3.59767,1.20051
1574096531.0938652,3.5978,1.20051
1574096532.1946084,3.59791,1.20052
1574096533.2963445,3.59804,1.20051
1574096534.403126,3.59816,1.20051
1574096535.5091777,3.59828,1.2005
1574096536.6205804,3.59842,1.20052
1574096537.7273905,3.59858,1.20052
1574096538.833028,3.5987,1.20051
1574096539.9402165,3.59884,1.20049
1574096541.054904,3.59902,1.20053
1574096542.1533542,3.59911,1.20051
1574096543.2471197,3.59929,1.20052
1574096544.3502545,3.59943,1.20052
1574096545.4527562,3.59961,1.20051
1574096546.5459821,3.59976,1.20052
1574096547.651657,3.59993,1.20051
1574096548.752526,3.60009,1.20052
1574096549.8585517,3.60023,1.2005
1574096550.9655457,3.60037,1.20051
1574096552.0724318,3.60049,1.20052
1574096553.1882384,3.60071,1.20051
1574096554.292615,3.60086,1.20051
1574096555.3993518,3.60095,1.20051
1574096556.5065594,3.60113,1.20052
1574096557.6154711,3.6013,1.20052
1574096558.7275674,3.60143,1.20051
1574096559.8341289,3.60158,1.20051
1574096560.9412847,3.60174,1.20051
1574096562.051753,3.60187,1.20051
1574096563.1588361,3.60208,1.20053
1574096564.2686818,3.60223,1.20052
1574096565.3826025,3.60242,1.20053
1574096566.4896805,3.60255,1.20051
1574096567.585793,3.60277,1.20051
1574096568.702941,3.60287,1.20052
1574096569.813243,3.60307,1.20051
1574096570.9207325,3.60321,1.20052
1574096572.0270016,3.60339,1.20053
1574096573.1360617,3.60355,1.20051
1574096574.244083,3.60371,1.20053
1574096575.344505,3.60385,1.20053
1574096576.4603612,3.60404,1.20051
1574096577.5700295,3.6042,1.20052
1574096578.677757,3.60438,1.20052
1574096579.790272,3.60455,1.20051
1574096580.8871343,3.6047,1.20052
1574096581.9903085,3.60486,1.20052
1574096583.0977309,3.60508,1.20051
1574096584.2035153,3.60525,1.20051
1574096585.304433,3.60543,1.20051
1574096586.4137652,3.60556,1.20051
1574096587.5197954,3.60575,1.20053
1574096588.6229255,3.60592,1.20051
1574096589.7273924,3.60607,1.20051
1574096590.8337288,3.60629,1.20051
1574096591.9408507,3.60645,1.20051
1574096593.0479867,3.60662,1.20051
1574096594.1529286,3.60677,1.20053
1574096595.265033,3.60696,1.2005
1574096596.3730552,3.60716,1.20051
1574096597.483337,3.60732,1.20051
1574096598.6399016,3.60751,1.20052
1574096599.7362647,3.6077,1.20051
1574096600.8706067,3.60789,1.20051
1574096602.0172107,3.60804,1.20052
1574096603.3394434,3.60828,1.20051
1574096604.4468002,3.60849,1.20052
1574096605.782025,3.60869,1.20051
1574096607.12566,3.6089,1.20052
1574096608.232291,3.60913,1.20051
1574096609.3311408,3.60925,1.20053
1574096610.4255223,3.60948,1.20051
1574096611.5347238,3.60963,1.20052
1574096612.6317968,3.60987,1.2005
1574096613.7602196,3.61002,1.20052
1574096614.854202,3.61023,1.20052
1574096615.9595878,3.61043,1.20053
1574096617.0548668,3.61058,1.20052
1574096618.166999,3.61079,1.20051
1574096619.2742324,3.61097,1.20052
1574096620.372878,3.61118,1.2005
1574096621.4701946,3.61136,1.20051
1574096622.5769844,3.61159,1.20051
1574096623.6910517,3.61178,1.20052
1574096624.7969315,3.61194,1.20052
1574096625.8940864,3.61217,1.20053
1574096627.0091934,3.61235,1.20051
1574096628.1132867,3.61257,1.2005
1574096629.2258952,3.61274,1.20052
1574096630.3332589,3.61293,1.20052
1574096631.4443862,3.61313,1.20052
1574096632.553203,3.61337,1.2005
1574096633.6611247,3.61358,1.20053
1574096634.7597334,3.61379,1.20051
1574096635.8736448,3.61396,1.20052
1574096636.9855611,3.61418,1.20052
1574096638.0917063,3.6144,1.20052
1574096639.1979213,3.6146,1.20052
1574096640.305635,3.61479,1.20051
1574096641.4129593,3.615,1.20052
1574096642.5209038,3.6152,1.20051
1574096643.631126,3.61543,1.20051
1574096644.7381463,3.61563,1.2005
1574096645.8388731,3.61588,1.20052
1574096646.9459233,3.6161,1.20051
1574096648.0524805,3.61629,1.2005
1574096649.14837,3.61651,1.2005
1574096650.2574859,3.61674,1.20051
1574096651.3726985,3.61696,1.20051
1574096652.4832623,3.61719,1.20052
1574096653.5903206,3.61739,1.20049
1574096654.6982143,3.61764,1.20051
1574096655.7983458,3.61783,1.20051
1574096656.90583,3.61803,1.20051
1574096658.0140734,3.61831,1.20051
1574096659.124887,3.61851,1.2005
1574096660.2189138,3.61875,1.20051
1574096661.3136714,3.61897,1.20052
1574096662.4115624,3.61921,1.20051
1574096663.515397,3.61943,1.20051
1574096664.6117492,3.61966,1.2005
1574096665.712497,3.61988,1.20051
1574096666.804928,3.62013,1.20053
1574096667.9010983,3.62036,1.20052
1574096669.0127823,3.62058,1.20051
1574096670.1143873,3.62081,1.20052
1574096671.221871,3.62107,1.20052
1574096672.3328912,3.62131,1.20051
1574096673.4381294,3.62155,1.20052
1574096674.5370471,3.62178,1.20052
1574096675.6446145,3.62203,1.20051
1574096676.7531466,3.62227,1.20052
1574096677.8592877,3.62251,1.20051
1574096678.9763515,3.62276,1.20051
1574096680.134791,3.62304,1.20051
1574096681.231612,3.6233,1.20052
1574096682.3323195,3.62357,1.20052
1574096683.427572,3.62382,1.20051
1574096684.5292609,3.62408,1.2005
1574096685.6244023,3.62431,1.20052
1574096686.7295427,3.62462,1.20051
1574096687.824079,3.62479,1.20052
1574096688.9153914,3.62508,1.20052
1574096690.0186362,3.62537,1.20052
1574096691.1336896,3.62563,1.2005
1574096692.2877753,3.62592,1.20052
1574096693.388757,3.62618,1.20052
1574096694.4912403,3.62645,1.20051
1574096695.5937116,3.62674,1.20051
1574096696.7003908,3.62702,1.20051
1574096697.803156,3.62726,1.20052
1574096698.9013686,3.62756,1.2005
1574096700.0043976,3.62782,1.20051
1574096701.0960064,3.62809,1.20051
1574096702.1931298,3.62837,1.20053
1574096703.290087,3.62867,1.20052
1574096704.4010265,3.62892,1.20052
1574096705.507663,3.62928,1.20052
1574096706.6112142,3.62958,1.20053
1574096707.713312,3.62987,1.20051
1574096708.8232925,3.63016,1.20051
1574096709.9183378,3.63046,1.20051
1574096711.02414,3.63074,1.20051
1574096712.120813,3.63106,1.20051
1574096713.3331082,3.63138,1.20053
1574096714.427964,3.63171,1.20051
1574096715.5932868,3.63207,1.20051
1574096716.757608,3.63242,1.20051
1574096717.8659635,3.63272,1.20052
1574096718.9783201,3.63304,1.20051
1574096720.1566327,3.63337,1.20052
1574096721.262988,3.63369,1.2005
1574096722.3704352,3.63401,1.20052
1574096723.4744668,3.63431,1.20051
1574096724.574908,3.63472,1.20051
1574096725.6730986,3.63502,1.20051
1574096726.7791173,3.63537,1.20052
1574096727.8911574,3.63571,1.20051
1574096728.9895093,3.6361,1.2005
1574096730.104335,3.63647,1.20052
1574096731.2177713,3.63677,1.20052
1574096732.3209367,3.63712,1.20053
1574096733.4220629,3.63751,1.2005
1574096734.5301707,3.63789,1.20052
1574096735.6214974,3.63828,1.20052
1574096736.719186,3.63864,1.20051
1574096737.8194025,3.63892,1.20051
1574096738.9235377,3.6393,1.20051
1574096740.0296555,3.63971,1.20051
1574096741.1445112,3.64013,1.20051
1574096742.255637,3.64058,1.20051
1574096743.3670516,3.64103,1.20052
1574096744.4801066,3.64149,1.20051
1574096745.5813968,3.64186,1.20051
1574096746.6737416,3.64232,1.2005
1574096747.7737312,3.6427,1.2005
1574096748.8807054,3.64318,1.20052
1574096749.9828322,3.64358,1.20052
1574096751.084888,3.644,1.20052
1574096752.1842859,3.64449,1.20052
1574096753.2981553,3.64492,1.20051
1574096754.39492,3.64539,1.20052
1574096755.5010364,3.64585,1.20052
1574096756.5920303,3.64632,1.20052
1574096757.707318,3.6468,1.20051
1574096758.812592,3.64723,1.20051
1574096759.931207,3.64774,1.20053
1574096761.0234451,3.64818,1.20051
1574096762.1273463,3.64869,1.20051
1574096763.228666,3.64916,1.20052
1574096764.3553421,3.64969,1.20041
1574096765.596635,3.64997,1.19784
1574096766.758958,3.64994,1.19381
1574096767.934275,3.64994,1.19014
1574096769.191544,3.64992,1.18577
1574096770.36786,3.64994,1.18191
1574096771.6431177,3.64995,1.17826
1574096772.898388,3.64992,1.17458
1574096774.0797005,3.64995,1.17094
1574096775.2790024,3.64992,1.16696
1574096776.3890388,3.64994,1.16368
1574096777.5219827,3.64993,1.16011
1574096778.619755,3.64992,1.15668
1574096779.7168262,3.64992,1.15315
1574096780.823182,3.64995,1.14984
1574096781.9246743,3.64991,1.14625
1574096783.0508592,3.64994,1.14282
1574096784.1543403,3.64997,1.1393
1574096785.2492838,3.64992,1.1358
1574096786.3523495,3.64992,1.13209
1574096787.4453602,3.64994,1.12857
1574096788.5543432,3.64992,1.12467
1574096789.6548939,3.64994,1.12123
1574096790.7532897,3.64995,1.11758
1574096791.8506162,3.64991,1.11365
1574096792.9417357,3.64993,1.10996
1574096794.0452726,3.64994,1.10605
1574096795.1521442,3.64994,1.10201
1574096796.2651992,3.64993,1.0978
1574096797.4385154,3.64994,1.09357
1574096798.6154354,3.64994,1.08961
1574096799.8735347,3.6499,1.08484
1574096800.971808,3.64991,1.0809
1574096802.0843673,3.64992,1.07651
1574096803.1848884,3.64993,1.07237
1574096804.294012,3.6499,1.06838
1574096805.3980803,3.64992,1.06411
1574096806.5046551,3.64996,1.05987
1574096807.5964959,3.64995,1.05527
1574096808.7000597,3.64994,1.05089
1574096809.8138201,3.64992,1.04627
1574096810.9162095,3.64996,1.04199
1574096812.0312495,3.64996,1.03731
1574096813.1353724,3.64995,1.03278
1574096814.2570744,3.64993,1.02804
1574096815.351337,3.64995,1.02325
1574096816.4544022,3.64995,1.01869
1574096817.5464382,3.64994,1.01363
1574096818.642981,3.64993,1.00884
1574096819.7475848,3.64992,1.00402
1574096820.852886,3.64995,0.998979
1574096821.9704545,3.64995,0.993831
1574096823.0643253,3.64995,0.988796
1574096824.1704366,3.64995,0.983717
1574096825.2647984,3.64993,0.978538
1574096826.3778021,3.64992,0.973427
1574096827.4868553,3.64992,0.968163
1574096828.5958154,3.64995,0.96258
1574096829.7058098,3.64996,0.95764
1574096830.8128536,3.64994,0.952396
1574096831.9205732,3.64993,0.94656
1574096833.0341334,3.64997,0.941079
1574096834.1411114,3.64994,0.935427
1574096835.2505047,3.64993,0.930016
1574096836.3512893,3.64996,0.924689
1574096837.4687285,3.64994,0.919107
1574096838.578923,3.64993,0.913229
1574096839.6793187,3.64996,0.907578
1574096840.792102,3.64991,0.90162
1574096841.895227,3.64994,0.896104
1574096843.0016382,3.64996,0.890117
1574096844.105597,3.64991,0.884275
1574096845.2186635,3.64997,0.878727
1574096846.3295786,3.64996,0.872794
1574096847.429283,3.64995,0.866919
1574096848.5259242,3.64993,0.86123
1574096849.6377063,3.64994,0.855043
1574096850.7474058,3.64995,0.849157
1574096851.839428,3.64994,0.843472
1574096852.942823,3.64996,0.837273
1574096854.044848,3.64993,0.831071
1574096855.172478,3.64995,0.824908
1574096856.2646697,3.64995,0.819137
1574096857.378762,3.64993,0.812863
1574096858.4901917,3.64995,0.806944
1574096859.597249,3.64995,0.800913
1574096860.713344,3.64996,0.794669
1574096861.825153,3.64996,0.788613
1574096862.9271817,3.64993,0.782188
1574096864.0325766,3.64993,0.775763
1574096865.1371934,3.64997,0.76966
1574096866.2445533,3.64994,0.763891
1574096867.342453,3.64995,0.758001
1574096868.4374852,3.64996,0.751673
1574096869.5456107,3.64998,0.745256
1574096870.6572196,3.64993,0.739264
1574096871.7632792,3.64996,0.733193
1574096872.8745236,3.64994,0.72659
1574096873.9706318,3.64996,0.7205
1574096875.0617197,3.64994,0.714242
1574096876.1755862,3.64996,0.707968
1574096877.283108,3.64996,0.701712
1574096878.3914602,3.64997,0.695677
1574096879.4998853,3.64997,0.689251
1574096880.6076117,3.64997,0.68321
1574096881.7239175,3.64995,0.676954
1574096882.8188286,3.64997,0.670315
1574096883.9383006,3.64997,0.664274
1574096885.0476394,3.64998,0.658064
1574096886.153868,3.64998,0.651971
1574096887.2531343,3.64996,0.645533
1574096888.3648648,3.64997,0.639329
1574096889.4829645,3.64999,0.632992
1574096890.588333,3.64997,0.627208
1574096891.700835,3.64997,0.6209
1574096892.7984226,3.64997,0.61453
1574096893.9030676,3.64997,0.608221
1574096895.0039692,3.64996,0.602312
1574096896.1012802,3.64998,0.596439
1574096897.2075908,3.64997,0.590001
1574096898.3148208,3.64997,0.583872
1574096899.427791,3.64998,0.577594
1574096900.5376928,3.64997,0.571374
1574096901.6497734,3.64996,0.56551
1574096902.7478335,3.64997,0.559295
1574096903.8443186,3.64998,0.552988
1574096904.9431634,3.64998,0.547016
1574096906.0550632,3.64997,0.541308
1574096907.166049,3.65,0.535041
1574096908.2766485,3.64997,0.528898
1574096909.387932,3.65001,0.522831
1574096910.4948726,3.64999,0.517049
1574096911.5959957,3.64999,0.511128
1574096912.7082076,3.64997,0.505172
1574096913.8021376,3.64999,0.499237
1574096914.9053092,3.64998,0.493346
1574096916.0111704,3.65,0.487383
1574096917.1062107,3.65002,0.48168
1574096918.2093747,3.64999,0.476175
1574096919.3167017,3.64999,0.470144
1574096920.4166117,3.65002,0.464404
1574096921.5094848,3.65,0.459097
1574096922.6126506,3.64999,0.452876
1574096923.7125535,3.65,0.44744
1574096924.815638,3.65,0.442045
1574096925.9240422,3.65,0.4365
1574096927.0312588,3.65,0.431128
1574096928.1344156,3.65001,0.42566
1574096929.2375467,3.64997,0.420457
1574096930.343142,3.65001,0.414949
1574096931.453121,3.64999,0.40968
1574096932.5618167,3.64998,0.404566
1574096933.6682427,3.65001,0.399141
1574096934.7752182,3.64998,0.394542
1574096935.890047,3.64999,0.389139
1574096936.997184,3.64999,0.384348
1574096938.1098645,3.65,0.379059
1574096939.2159178,3.65001,0.374353
1574096940.3203683,3.65,0.369492
1574096941.4162893,3.65,0.364848
1574096942.5296183,3.64998,0.360036
1574096943.6352522,3.64999,0.355499
1574096944.7433472,3.65003,0.350636
1574096945.8407025,3.65,0.346114
1574096946.9456074,3.65001,0.341883
1574096948.0485528,3.64999,0.337649
1574096949.1538036,3.65003,0.333065
1574096950.2599268,3.65004,0.328973
1574096951.3696644,3.64999,0.324399
1574096952.477199,3.65002,0.320381
1574096953.59173,3.65003,0.316203
1574096954.6946914,3.65001,0.312338
1574096955.7942283,3.65003,0.3083
1574096956.901038,3.65,0.304383
1574096958.011505,3.65,0.300221
1574096959.115005,3.65004,0.296415
1574096960.2233129,3.65001,0.292805
1574096961.3333864,3.65002,0.2888
1574096962.433996,3.65002,0.285153
1574096963.5440395,3.65002,0.281535
1574096964.648979,3.65003,0.277994
1574096965.7564251,3.64999,0.27434
1574096966.863928,3.64998,0.270917
1574096967.9626124,3.65,0.267476
1574096969.0862236,3.65,0.263954
1574096970.183254,3.64999,0.260741
1574096971.2954018,3.65001,0.257472
1574096972.4023101,3.65002,0.254076
1574096973.4963598,3.64999,0.250937
1574096974.6016436,3.65001,0.247829
1574096975.710523,3.65001,0.244432
1574096976.8147798,3.65001,0.241358
1574096977.9227574,3.65002,0.238716
1574096979.0296562,3.65005,0.235565
1574096980.136647,3.65001,0.232616
1574096981.2453349,3.65001,0.22978
1574096982.353184,3.65004,0.226976
1574096983.4583344,3.65003,0.224132
1574096984.5568914,3.65003,0.221486
1574096985.667937,3.65003,0.21826
1574096986.7797012,3.65005,0.21589
1574096987.8961704,3.65001,0.213103
1574096988.9975383,3.65004,0.210689
1574096990.108666,3.65,0.207877
1574096991.2064636,3.65003,0.205697
1574096992.3111272,3.65005,0.202942
1574096993.4071918,3.65003,0.200928
1574096994.5173247,3.65,0.19835
1574096995.6162314,3.65004,0.195919
1574096996.7272658,3.65005,0.193669
1574096997.8253756,3.65005,0.191555
1574096998.9293659,3.65003,0.189418
1574097000.0369172,3.65004,0.187245
1574097001.1375568,3.65004,0.185136
1574097002.233558,3.65003,0.18324
1574097003.3380165,3.65001,0.18109
1574097004.4386177,3.65005,0.178682
1574097005.5502,3.65002,0.176686
1574097006.6603093,3.65005,0.174743
1574097007.7672327,3.65006,0.172878
1574097008.8706472,3.65003,0.171004
1574097009.967769,3.65004,0.169074
1574097011.0781846,3.65002,0.167161
1574097012.1861806,3.65003,0.165304
1574097013.29707,3.65004,0.163661
1574097014.4059834,3.65005,0.161846
1574097015.5111601,3.65002,0.160213
1574097016.619304,3.65004,0.15837
1574097017.7314398,3.65006,0.156917
1574097018.8391545,3.65007,0.155108
1574097019.9562924,3.65006,0.153574
1574097021.0624807,3.65005,0.151829
1574097022.169126,3.65004,0.150435
1574097023.2745013,3.65004,0.148744
1574097024.3786163,3.65007,0.147342
1574097025.480413,3.65006,0.145878
1574097026.5878794,3.65005,0.14419
1574097027.6864722,3.65002,0.14298
1574097028.7868006,3.65008,0.141471
1574097029.8865929,3.65007,0.13997
1574097030.9942033,3.65006,0.138497
1574097032.1035857,3.65007,0.137305
1574097033.211521,3.65008,0.135808
1574097034.3195906,3.65005,0.134584
1574097035.4274821,3.65005,0.133389
1574097036.5348554,3.65007,0.132204
1574097037.645743,3.65005,0.130815
1574097038.744568,3.65005,0.129518
1574097039.8579438,3.65009,0.128377
1574097040.9740403,3.65006,0.127189
1574097042.0709589,3.65006,0.126032
1574097043.1829042,3.65006,0.124675
1574097044.2951975,3.65006,0.123333
1574097045.402001,3.6501,0.122419
1574097046.5094216,3.65006,0.12122
1574097047.617158,3.65007,0.12013
1574097048.7274811,3.65004,0.119222
