time,Voltage (V)
1574184982.0136082,2.7442594
1574184983.3802085,2.744243
1574184984.746683,2.7442052
1574184986.1147993,2.7441774
1574184987.4821897,2.7441446
1574184988.8503497,2.7441244
1574184990.2192757,2.7441054
1574184991.585681,2.7440789
1574184992.952803,2.744055
1574184994.3207629,2.7440385
1574184995.6882596,2.7440158
1574184997.0536807,2.7440108
1574184998.4214568,2.7439906
1574184999.7886965,2.7439691
1574185001.1567438,2.7439414
1574185002.524905,2.7439186
1574185003.8908162,2.7439199
1574185005.2582655,2.7438858
1574185006.6253147,2.7438656
1574185007.9927447,2.743848
1574185009.3589466,2.7438505
1574185010.7268362,2.7438088
1574185012.094202,2.7437886
1574185013.4622266,2.7437861
1574185014.8303142,2.743771
1574185016.197451,2.7437419
1574185017.564399,2.743728
1574185018.9295752,2.7437066
1574185020.2946947,2.7436877
1574185021.66216,2.7436712
1574185023.0296106,2.7436523
1574185024.3956726,2.7436283
1574185025.7637262,2.7435993
1574185027.131566,2.7435842
1574185028.4979415,2.7435488
1574185029.8649821,2.7435299
1574185031.231655,2.7435198
1574185032.599104,2.7435072
1574185033.9662647,2.7434857
1574185035.3327992,2.7434592
1574185036.7006257,2.7434453
1574185038.0691838,2.7434251
1574185039.4351676,2.7433936
1574185040.8031168,2.7433734
1574185042.1683683,2.7433481
1574185043.5366297,2.7433204
1574185044.9038308,2.7433103
1574185046.278551,2.7432926
1574185047.646711,2.7432673
1574185049.0142097,2.7432421
1574185050.381454,2.7432295
1574185051.748191,2.7431979
1574185053.116344,2.7431752
1574185054.4824717,2.7431462
1574185055.8487475,2.7431209
1574185057.2159173,2.7431209
1574185058.582671,2.7430982
1574185059.9490821,2.7430793
1574185061.3147223,2.7430389
1574185062.6804323,2.7430149
1574185064.048555,2.7429998
1574185065.414767,2.7429897
1574185066.7826412,2.7429695
1574185068.1490064,2.7429543
1574185069.5163803,2.7429291
1574185070.882397,2.7428963
1574185072.249558,2.742866
1574185073.617391,2.7428559
1574185074.9848952,2.742842
1574185076.3497875,2.7428306
1574185077.716911,2.742813
1574185079.083558,2.742794
1574185080.4491763,2.7427599
1574185081.8144488,2.7427473
1574185083.1809688,2.7427259
1574185084.5489514,2.7427132
1574185085.917298,2.7427019
1574185087.2846034,2.742688
1574185088.652691,2.7426527
1574185090.0212371,2.7426249
1574185091.3876927,2.7426161
1574185092.7545567,2.7425895
1574185094.122243,2.7425719
1574185095.49023,2.7425567
1574185096.858074,2.7425353
1574185098.2279725,2.7425315
1574185099.595167,2.7425138
1574185100.9632473,2.7424886
1574185102.3286252,2.7424684
1574185103.6956904,2.7424494
1574185105.0633698,2.7424217
1574185106.4309928,2.7423977
1574185107.7997375,2.7423851
1574185109.167436,2.7423813
1574185110.5344508,2.7423472
1574185111.8997564,2.7423523
1574185113.2674816,2.7423169
1574185114.6356432,2.7423056
1574185116.0108666,2.7422967
1574185117.376286,2.7422791
1574185118.744947,2.7422563
1574185120.111671,2.7422336
1574185121.4796057,2.7422134
1574185122.8478858,2.7421844
1574185124.215551,2.7421503
1574185125.582048,2.7421352
1574185126.9491932,2.7421023
1574185128.3146307,2.7420834
1574185129.68084,2.7420708
1574185131.0486796,2.7420443
1574185132.414976,2.7420266
1574185133.7828922,2.7420317
1574185135.1500685,2.7419951
1574185136.5173998,2.7419711
1574185137.8856306,2.7419585
1574185139.253681,2.7419534
1574185140.6197052,2.741937
1574185141.987054,2.741913
1574185143.3528996,2.7418966
1574185144.7204504,2.7418701
1574185146.0884326,2.7418499
1574185147.4554973,2.7418133
1574185148.8226228,2.7418095
1574185150.1886458,2.7418032
1574185151.555951,2.7417729
1574185152.9229858,2.7417477
1574185154.2910213,2.7417426
1574185155.6564174,2.7416984
1574185157.024277,2.741682
1574185158.3915565,2.7416644
1574185159.7694726,2.7416517
1574185161.1374302,2.7416303
1574185162.5067701,2.7416126
1574185163.8747125,2.7415987
1574185165.242218,2.7415798
1574185166.6075387,2.7415508
1574185167.973439,2.7415268
1574185169.3386557,2.7415015
1574185170.705642,2.7414927
1574185172.0719151,2.7414612
1574185173.4390404,2.7414309
1574185174.8063295,2.7414334
1574185176.1727226,2.7414006
1574185177.5391462,2.7413728
1574185178.9064388,2.7413703
1574185180.2732933,2.7413488
1574185181.641007,2.7413324
1574185183.0084805,2.7413286
1574185184.377897,2.7412933
1574185185.746014,2.7412781
1574185187.11345,2.7412529
1574185188.4794426,2.7412314
1574185189.8471372,2.7412175
1574185191.2151272,2.7412074
1574185192.5811899,2.7411847
1574185193.958428,2.7411746
1574185195.3243227,2.7411431
1574185196.6933045,2.7411115
1574185198.0607548,2.7411027
1574185199.4279802,2.7410724
1574185200.7961032,2.7410522
1574185202.1613615,2.7410219
1574185203.5287626,2.7410017
1574185204.8961868,2.7409752
1574185206.2645192,2.7409626
1574185207.630611,2.7409285
1574185208.99809,2.7409096
1574185210.3729577,2.7408982
1574185211.7407296,2.7408831
1574185213.108865,2.7408439
1574185214.4764915,2.7408351
1574185215.8431227,2.7408149
1574185217.2103813,2.7407821
1574185218.5753787,2.7407632
1574185219.9429176,2.7407505
1574185221.3108854,2.7407
1574185222.6783352,2.7406963
1574185224.0457342,2.7406912
1574185225.4136555,2.740671
1574185226.7817016,2.740642
1574185228.1498404,2.7406306
1574185229.516999,2.7406231
1574185230.8828251,2.7406029
1574185232.2508118,2.7405852
1574185233.6183493,2.7405511
1574185234.9955213,2.7405372
1574185236.3617966,2.7405322
1574185237.7268004,2.7405069
1574185239.0941317,2.7404943
1574185240.4604924,2.7404729
1574185241.8274379,2.7404451
1574185243.1949253,2.74044
1574185244.5624504,2.7404047
1574185245.929,2.7404009
1574185247.3097813,2.7403643
1574185248.6755936,2.7403428
1574185250.0507932,2.7403239
1574185251.419225,2.7402949
1574185252.7951953,2.740281
1574185254.1626098,2.7402595
1574185255.5387242,2.7402293
1574185256.9063163,2.740204
1574185258.274113,2.7401952
1574185259.6397405,2.7401788
1574185261.0051615,2.7401674
1574185262.3711371,2.7401447
1574185263.7389238,2.7401144
1574185265.1069279,2.7401043
1574185266.4738526,2.7400702
1574185267.8428097,2.7400412
1574185269.2103984,2.7400349
1574185270.5772777,2.7399894
1574185271.9453993,2.7399781
1574185273.311536,2.7399743
1574185274.6767254,2.7399415
1574185276.0428512,2.7399301
1574185277.409363,2.7398986
1574185278.7775114,2.7398885
1574185280.1455722,2.7398796
1574185281.5103858,2.7398418
1574185282.8780403,2.7398165
1574185284.2450306,2.7398001
1574185285.6129231,2.739766
1574185286.980017,2.739761
1574185288.345953,2.7397395
1574185289.7133827,2.7397155
1574185291.081027,2.7396991
1574185292.447836,2.7396651
1574185293.81498,2.7396537
1574185295.1821642,2.7396247
1574185296.5474417,2.7396007
1574185297.913365,2.7395855
1574185299.2806532,2.739559
1574185300.6477702,2.7395426
1574185302.0148952,2.7395022
1574185303.3819208,2.7394782
1574185304.74801,2.7394568
1574185306.115002,2.7394189
1574185307.4821656,2.7393937
1574185308.8494372,2.7393747
1574185310.217429,2.7393659
1574185311.5853179,2.7393217
1574185312.9525115,2.7393053
1574185314.3206475,2.7392687
1574185315.68892,2.7392624
1574185317.0562668,2.7392334
1574185318.424373,2.739193
1574185319.7902434,2.7392018
1574185321.1576395,2.7391476
1574185322.5241568,2.7391412
1574185323.8917263,2.7391097
1574185325.2582395,2.7390958
1574185326.6253142,2.7390971
1574185327.992327,2.7390491
1574185329.3588705,2.739034
1574185330.7366,2.7390062
1574185332.103929,2.7389923
1574185333.4705515,2.7389645
1574185334.8383389,2.7389216
1574185336.204811,2.7388964
1574185337.5721822,2.7388623
1574185338.9378335,2.7388446
1574185340.3109791,2.7388232
1574185341.678251,2.7388068
1574185343.045967,2.738779
1574185344.4124408,2.7387563
1574185345.7808883,2.7387298
1574185347.1494756,2.7387033
1574185348.5174935,2.7387058
1574185349.8860288,2.7386742
1574185351.2535043,2.7386528
1574185352.6209037,2.738625
1574185353.989034,2.7385985
1574185355.35472,2.7385745
1574185356.7214603,2.7385367
1574185358.089701,2.7385127
1574185359.4553099,2.7384698
1574185360.8219748,2.7384533
1574185362.189854,2.7384306
1574185363.5568936,2.7384041
1574185364.924743,2.73837
1574185366.292274,2.7383511
1574185367.659008,2.7383246
1574185369.0247996,2.7382968
1574185370.3922791,2.7382564
1574185371.7591612,2.73824
1574185373.127267,2.7382072
1574185374.494208,2.738187
1574185375.8618274,2.7381731
1574185377.2290535,2.7381529
1574185378.5977707,2.7381126
1574185379.9647658,2.738081
1574185381.3311732,2.738052
1574185382.7060406,2.7380393
1574185384.073515,2.7380128
1574185385.442242,2.7380091
1574185386.8104167,2.7379762
1574185388.176675,2.7379636
1574185389.5437472,2.7379232
1574185390.9116278,2.737898
1574185392.2800026,2.7378803
1574185393.646194,2.7378576
1574185395.014363,2.7378361
1574185396.381011,2.7377983
1574185397.7464995,2.7377667
1574185399.111677,2.7377642
1574185400.4798713,2.7377465
1574185401.8471444,2.7377175
1574185403.2140522,2.7376998
1574185404.5811238,2.7376784
1574185405.9485283,2.7376519
1574185407.316369,2.7376291
1574185408.6831675,2.7376178
1574185410.0498,2.7375875
1574185411.4156034,2.7375559
1574185412.785019,2.7375269
1574185414.1522958,2.7374916
1574185415.5199342,2.7374852
1574185416.8883853,2.7374537
1574185418.2553182,2.7374209
1574185419.6223488,2.7373956
1574185420.9904025,2.7373868
1574185422.3570323,2.737354
1574185423.7260585,2.7373325
1574185425.09476,2.7372846
1574185426.460761,2.7372808
1574185427.8287172,2.7372517
1574185429.1964333,2.7372303
1574185430.5641406,2.7371962
1574185431.9299371,2.7371836
1574185433.2971113,2.7371773
1574185434.6632361,2.737147
1574185436.0305269,2.7371344
1574185437.3978553,2.7371091
1574185438.7740598,2.7370725
1574185440.1390681,2.7370536
1574185441.5062084,2.7370157
1574185442.8736196,2.7370144
1574185444.2412496,2.7369993
1574185445.6070592,2.7369715
1574185446.976221,2.736945
1574185448.3438292,2.736921
1574185449.7104175,2.7369072
1574185451.07794,2.7368731
1574185452.4455607,2.7368365
1574185453.8142343,2.7368138
1574185455.189504,2.7367847
1574185456.5570426,2.7367645
1574185457.925557,2.7367633
1574185459.2918906,2.7367393
1574185460.6598055,2.7367014
1574185462.0270722,2.7366673
1574185463.3952239,2.7366446
1574185464.762918,2.7366219
1574185466.1310318,2.7365878
1574185467.4976285,2.7365777
1574185468.8647482,2.7365348
1574185470.2320638,2.7365336
1574185471.5990608,2.7365058
1574185472.966101,2.7364768
1574185474.333489,2.7364603
1574185475.6987782,2.7364338
1574185477.064262,2.7364237
1574185478.4308236,2.7363859
1574185479.798001,2.7363745
1574185481.1649733,2.7363442
1574185482.5328913,2.7363367
1574185483.900523,2.7363076
1574185485.2685578,2.7362786
1574185486.6361969,2.736266
1574185488.002918,2.7362483
1574185489.379018,2.7362092
1574185490.7463336,2.7361764
1574185492.1144507,2.7361536
1574185493.4823678,2.7361196
1574185494.8479877,2.7360893
1574185496.2130365,2.7360665
1574185497.579967,2.7360552
1574185498.9468815,2.73604
1574185500.3139398,2.7360198
1574185501.6805363,2.7359845
1574185503.0472257,2.7359504
1574185504.414603,2.7359328
1574185505.7832372,2.7359176
1574185507.1488237,2.7359151
1574185508.515425,2.7358709
1574185509.8807385,2.7358356
1574185511.2570486,2.7358128
1574185512.6245887,2.7357762
1574185513.992237,2.7357358
1574185515.357792,2.7357169
1574185516.7256827,2.7356955
1574185518.0923998,2.7356765
1574185519.4670749,2.7356488
1574185520.8341515,2.7356323
1574185522.199678,2.7356033
1574185523.5653002,2.7355743
1574185524.9327655,2.7355554
1574185526.3001416,2.7355364
1574185527.6671622,2.7355011
1574185529.0347443,2.7354683
1574185530.4005678,2.7354594
1574185531.7761335,2.7354405
1574185533.1435013,2.7354291
1574185534.5095148,2.7354102
1574185535.8844767,2.7353812
1574185537.250739,2.7353673
1574185538.6185338,2.7353521
1574185539.9867218,2.7353206
1574185541.3528023,2.7352941
1574185542.7182553,2.7352688
1574185544.085642,2.7352385
1574185545.45254,2.7352007
1574185546.8187053,2.7351868
1574185548.1862566,2.7351628
1574185549.5529213,2.7351502
1574185550.9184194,2.7351186
1574185552.2859764,2.7351098
1574185553.6542912,2.7350833
1574185555.0216532,2.7350618
1574185556.3874414,2.7350265
1574185557.7542107,2.7349937
1574185559.121955,2.7349773
1574185560.4880335,2.7349546
1574185561.854575,2.7349243
1574185563.222088,2.7348902
1574185564.5888317,2.7348624
1574185565.95525,2.7348435
1574185567.3229291,2.7348208
1574185568.6905174,2.7347917
1574185570.0577784,2.7347602
1574185571.4265995,2.734745
1574185572.7938256,2.7347223
1574185574.1611745,2.7346769
1574185575.526938,2.7346478
1574185576.8943107,2.7346188
1574185578.2618892,2.7345734
1574185579.6287224,2.7345557
1574185580.9946373,2.7345355
1574185582.3599513,2.7345103
1574185583.7274158,2.7344939
1574185585.0941408,2.7344825
1574185586.4612615,2.7344572
1574185587.8362284,2.7344358
1574185589.20194,2.7344118
1574185590.5680223,2.7343954
1574185591.935083,2.7343601
1574185593.3034039,2.7343399
1574185594.6697123,2.7343235
1574185596.0376241,2.7343146
1574185597.4035084,2.7342982
1574185598.7710102,2.7342477
1574185600.138301,2.7342515
1574185601.5042548,2.7342402
1574185602.8704474,2.7342124
1574185604.2363834,2.734196
1574185605.602716,2.7341707
1574185606.971065,2.7341543
1574185608.3399997,2.7341316
1574185609.708081,2.7341
1574185611.076159,2.7340824
1574185612.4440708,2.7340634
1574185613.8101506,2.734042
1574185615.1756415,2.7340016
1574185616.5433688,2.7339814
1574185617.9090183,2.7339751
1574185619.2761297,2.7339398
1574185620.6515446,2.7339208
1574185622.0188887,2.7339019
1574185623.3847036,2.7338956
1574185624.7516923,2.7338527
1574185626.1197412,2.7338438
1574185627.4879124,2.7338249
1574185628.8547275,2.7337984
1574185630.2231512,2.7337959
1574185631.5899665,2.7337593
1574185632.9576468,2.7337227
1574185634.3250234,2.7337075
1574185635.692298,2.7336861
1574185637.0601768,2.7336608
1574185638.4272916,2.7336469
1574185639.7934108,2.7336141
1574185641.1711264,2.7335977
1574185642.5384376,2.7335661
1574185643.9070377,2.7335636
1574185645.2744281,2.7335182
1574185646.6418426,2.7334992
1574185648.006895,2.7334866
1574185649.3723574,2.7334753
1574185650.7381837,2.7334462
1574185652.105493,2.7334197
1574185653.4735656,2.733373
1574185654.8404617,2.7333554
1574185656.208385,2.7333377
1574185657.5749977,2.7333023
1574185658.943108,2.7332986
1574185660.3095982,2.7332645
1574185661.6778307,2.7332657
1574185663.0451555,2.7332405
1574185664.4125843,2.733219
1574185665.7783167,2.7331951
1574185667.1549375,2.7331774
1574185668.521011,2.7331686
1574185669.8874903,2.7331458
1574185671.255302,2.7331256
1574185672.6203976,2.7331155
1574185673.988192,2.7330941
1574185675.3547342,2.7330688
1574185676.7208436,2.7330234
1574185678.0870903,2.7330133
1574185679.4550264,2.7330045
1574185680.8209882,2.7329792
1574185682.189311,2.7329515
1574185683.5551777,2.7329439
1574185684.9226189,2.7329149
1574185686.2889555,2.7328997
1574185687.655121,2.7328745
1574185689.023836,2.7328555
1574185690.3911698,2.7328139
1574185691.7586844,2.7327987
1574185693.1272862,2.7327571
1574185694.494332,2.7327243
1574185695.8611147,2.732723
1574185697.229377,2.7327028
1574185698.595564,2.7326738
1574185699.964102,2.7326498
1574185701.3319411,2.7326397
1574185702.6984494,2.7326182
1574185704.0648324,2.7325955
1574185705.4326801,2.7325766
1574185706.7984922,2.7325513
1574185708.1650138,2.7325324
1574185709.5330617,2.732521
1574185710.9013724,2.7324945
1574185712.2691758,2.732468
1574185713.6355126,2.7324529
1574185715.0007982,2.7324428
1574185716.366208,2.7324062
1574185717.7320824,2.7323898
1574185719.1001554,2.7323708
1574185720.4685457,2.7323368
1574185721.8347344,2.7323317
1574185723.2006965,2.7322913
1574185724.5712082,2.7322699
1574185725.9372838,2.7322459
1574185727.304162,2.7322143
1574185728.670878,2.7322055
1574185730.0383337,2.7321752
1574185731.4044404,2.7321575
1574185732.771687,2.7321474
1574185734.1386094,2.7321121
1574185735.5049791,2.7320957
1574185736.8726547,2.7320679
1574185738.2410605,2.7320603
1574185739.6080213,2.7320313
1574185740.9749272,2.7320023
1574185742.3474267,2.7319808
1574185743.7145503,2.7319531
1574185745.0817664,2.7319505
1574185746.447744,2.7319228
1574185747.8138618,2.7318836
1574185749.181054,2.7318723
1574185750.5468497,2.7318445
1574185751.914625,2.7318268
1574185753.2814424,2.7318003
1574185754.648959,2.7317764
1574185756.0174446,2.7317536
1574185757.3855634,2.7317423
1574185758.751811,2.7317158
1574185760.1278963,2.7316981
1574185761.494861,2.7316716
1574185762.8636951,2.7316413
1574185764.2316396,2.7316325
1574185765.599794,2.731606
1574185766.9682455,2.7315933
1574185768.3358464,2.7315555
1574185769.7031379,2.7315441
1574185771.0698385,2.7315176
1574185772.4353633,2.7315088
1574185773.8032334,2.7314835
1574185775.1705892,2.7314583
1574185776.5381732,2.7314305
1574185777.9038408,2.7314141
1574185779.2691472,2.7313712
1574185780.6357791,2.731351
1574185782.0033388,2.7313346
1574185783.3709943,2.7313043
1574185784.7366924,2.7312841
1574185786.1049235,2.7312525
1574185787.4726849,2.7312223
1574185788.839587,2.7312109
1574185790.2080169,2.7311819
1574185791.5740426,2.7311591
1574185792.941391,2.7311402
1574185794.3065417,2.731096
1574185795.6834302,2.7310809
1574185797.0527604,2.7310481
1574185798.419836,2.7310203
1574185799.7872102,2.7310014
1574185801.1526034,2.7309913
1574185802.5202422,2.7309585
1574185803.8874793,2.7309193
1574185805.254781,2.7308852
1574185806.6208684,2.7308688
1574185807.988721,2.7308284
1574185809.355393,2.7308209
1574185810.7225115,2.7307893
1574185812.0881665,2.7307931
1574185813.455593,2.7307552
1574185814.8217697,2.7307073
1574185816.1885648,2.7306846
1574185817.5637534,2.7306719
1574185818.9307747,2.7306517
1574185820.2988565,2.7306341
1574185821.66632,2.7306076
1574185823.0325048,2.7305823
1574185824.3998072,2.7305495
1574185825.7675145,2.7305255
1574185827.1358538,2.7304864
1574185828.5025666,2.7304788
1574185829.870261,2.7304599
1574185831.2369893,2.7304271
1574185832.6043417,2.7304031
1574185833.9704297,2.730364
1574185835.3379188,2.7303501
1574185836.7056425,2.7303236
1574185838.0729294,2.7303034
1574185839.4389033,2.7302756
1574185840.8064797,2.7302617
1574185842.1733813,2.7302302
1574185843.5404408,2.7302125
1574185844.9085207,2.7301847
1574185846.2738876,2.7301595
1574185847.640377,2.7301342
1574185849.0062883,2.7301014
1574185850.3742754,2.7300838
1574185851.7411315,2.7300509
1574185853.1082177,2.7300194
1574185854.4741998,2.7300005
1574185855.8425558,2.7299676
1574185857.210396,2.7299348
1574185858.5780132,2.7299108
1574185859.9461548,2.7298957
1574185861.3120923,2.7298679
1574185862.6799703,2.7298402
1574185864.0493543,2.7298162
1574185865.4167204,2.7297897
1574185866.7842894,2.7297682
1574185868.151418,2.7297417
1574185869.517878,2.729724
1574185870.8850126,2.729695
1574185872.251523,2.7296811
1574185873.6185882,2.7296571
1574185874.9846687,2.7296369
1574185876.3513522,2.7296231
1574185877.7266836,2.729594
1574185879.0939429,2.72957
1574185880.4620907,2.7295322
1574185881.82922,2.7295031
1574185883.1951654,2.7294792
1574185884.5609617,2.7294514
1574185885.9269378,2.7294514
1574185887.2936249,2.7293984
1574185888.661579,2.729387
1574185890.0292168,2.7293656
1574185891.3950672,2.7293214
1574185892.7608438,2.7292974
1574185894.128543,2.7292646
1574185895.4963813,2.7292583
1574185896.8643754,2.7292255
1574185898.231737,2.7292217
1574185899.5996096,2.7292027
1574185900.9674916,2.7291775
1574185902.3345938,2.7291523
1574185903.7019227,2.7291182
1574185905.0693765,2.729103
1574185906.4363189,2.7290753
1574185907.803475,2.7290677
1574185909.1711483,2.7290412
1574185910.5389485,2.7290235
1574185911.9060009,2.7290046
1574185913.272486,2.7289743
1574185914.6410108,2.7289579
1574185916.008275,2.7289225
1574185917.3761768,2.7289049
1574185918.7436702,2.728891
1574185920.1118858,2.7288695
1574185921.4790602,2.7288544
1574185922.8452945,2.7288544
1574185924.212406,2.7288329
1574185925.5812654,2.7288266
1574185926.9475217,2.7288039
1574185928.3149457,2.728785
1574185929.6909459,2.7287723
1574185931.05789,2.7287736
1574185932.4233294,2.728737
1574185933.788904,2.7287256
1574185935.1565266,2.7287092
1574185936.5226877,2.7286979
1574185937.8979614,2.7286676
1574185939.2659564,2.7286613
1574185940.6430712,2.7286335
1574185942.008987,2.7286108
1574185943.376348,2.7285729
1574185944.741433,2.7285679
1574185946.1092227,2.7285275
1574185947.4763944,2.7285123
1574185948.8442125,2.7285035
1574185950.2110324,2.7284669
1574185951.5777998,2.7284492
1574185952.9472919,2.7284202
1574185954.314364,2.7284
1574185955.6801996,2.7283811
1574185957.048486,2.7283445
1574185958.4165697,2.728323
1574185959.7833705,2.7282978
1574185961.1501024,2.728275
1574185962.5169237,2.7282649
1574185963.8829005,2.7282548
1574185965.2502034,2.7282094
1574185966.616822,2.7281892
1574185967.9844587,2.7281577
1574185969.3519478,2.7281412
1574185970.7176363,2.7281223
1574185972.0864198,2.7281009
1574185973.4522946,2.7280769
1574185974.8192,2.7280655
1574185976.1870537,2.7280466
1574185977.5535529,2.7280314
1574185978.9210117,2.7280188
1574185980.2896655,2.727991
1574185981.6553993,2.7279658
1574185983.0232074,2.7279481
1574185984.3891954,2.7279216
1574185985.7569158,2.7278976
1574185987.1249826,2.7278749
1574185988.4906187,2.7278472
1574185989.8585935,2.727827
1574185991.2252223,2.7277967
1574185992.5925932,2.7277815
1574185993.9613647,2.7277626
1574185995.3289797,2.7277373
1574185996.6965249,2.7277184
1574185998.0642786,2.7276881
1574185999.4315906,2.7276503
1574186000.7986197,2.7276402
1574186002.1658533,2.7276162
1574186003.5319028,2.727601
1574186004.900115,2.727572
1574186006.2673283,2.7275493
1574186007.6336412,2.7275228
1574186009.0014446,2.7275076
1574186010.3845835,2.7274811
1574186011.749874,2.7274521
1574186013.1168053,2.7274167
1574186014.4825583,2.7274066
1574186015.8507564,2.7273801
1574186017.2180853,2.7273511
1574186018.5852926,2.7273132
1574186019.9521017,2.7273082
1574186021.3199067,2.7272893
1574186022.6944742,2.7272665
1574186024.061801,2.7272375
1574186025.4332418,2.7272085
1574186026.801044,2.7271996
1574186028.1695352,2.7271896
1574186029.5358028,2.7271567
1574186030.9036427,2.7271353
1574186032.2698257,2.72711
1574186033.6468124,2.7270835
1574186035.0140698,2.7270646
1574186036.380305,2.7270242
1574186037.747161,2.7270078
1574186039.1126626,2.7269952
1574186040.4783087,2.72698
1574186041.8465855,2.7269523
1574186043.2145545,2.7269093
1574186044.5810523,2.7268904
1574186045.9489205,2.7268727
1574186047.3163378,2.7268399
1574186048.6843712,2.7268172
1574186050.052426,2.7267932
1574186051.4183006,2.7267554
1574186052.7855477,2.7267251
1574186054.1529741,2.7266948
1574186055.5198982,2.726662
1574186056.8859723,2.7266683
1574186058.2538283,2.7266342
1574186059.6204362,2.7266052
1574186060.9879234,2.7265761
1574186062.3541455,2.7265484
1574186063.7204945,2.7265294
1574186065.0878181,2.7265092
1574186066.4558697,2.7264865
1574186067.8225367,2.7264436
1574186069.1901023,2.7264297
1574186070.5581722,2.7263956
1574186071.9255507,2.726378
1574186073.292998,2.7263363
1574186074.660317,2.7263249
1574186076.0261514,2.7263161
1574186077.391983,2.7262728
1574186078.7590437,2.7262539
1574186080.1261837,2.7262223
1574186081.4944243,2.726192
1574186082.860296,2.7261807
1574186084.2276506,2.7261504
1574186085.5935986,2.7261163
1574186086.962032,2.7260797
1574186088.3287663,2.7260645
1574186089.6956358,2.7260191
1574186091.0627615,2.725985
1574186092.4303858,2.7259598
1574186093.7954621,2.725927
1574186095.162319,2.7258967
1574186096.5287416,2.7258588
1574186097.8969734,2.7258437
1574186099.2630599,2.7258235
1574186100.6304793,2.7257894
1574186101.9984605,2.7257578
1574186103.3655832,2.7257338
1574186104.7325506,2.7257073
1574186106.097551,2.7256821
1574186107.4647717,2.7256543
1574186108.8313901,2.7256253
1574186110.1996942,2.7255925
1574186111.5676198,2.7255748
1574186112.9346154,2.7255344
1574186114.3124688,2.7255003
1574186115.6797643,2.7254751
1574186117.0556219,2.7254511
1574186118.4208136,2.7254183
1574186119.7973444,2.7254107
1574186121.1732109,2.725364
1574186122.5393977,2.7253337
1574186123.907399,2.7253123
1574186125.2752588,2.7252757
1574186126.6428306,2.7252529
1574186128.00977,2.7252037
1574186129.374897,2.7251747
1574186130.7440026,2.7251659
1574186132.111995,2.7251444
1574186133.4792075,2.7251091
1574186134.8455157,2.72508
1574186136.2113264,2.7250548
1574186137.5792372,2.7250283
1574186138.9468827,2.7249917
1574186140.3141456,2.7249513
1574186141.680444,2.7249324
1574186143.0487227,2.7249147
1574186144.4162931,2.7248844
1574186145.7836573,2.7248642
1574186147.1517045,2.7248377
1574186148.5270057,2.7248036
1574186149.8928573,2.7247771
1574186151.2689846,2.7247443
1574186152.6345482,2.7247291
1574186154.0026994,2.7246963
1574186155.3703244,2.724666
1574186156.738488,2.7246471
1574186158.1058803,2.724613
1574186159.473045,2.7246017
1574186160.8388212,2.7245878
1574186162.2041724,2.7245423
1574186163.5805588,2.7245171
1574186164.9479637,2.7244893
1574186166.3149633,2.7244666
1574186167.6821804,2.7244161
1574186169.0499918,2.7243972
1574186170.417324,2.7243858
1574186171.7844877,2.7243568
1574186173.1506848,2.7243391
1574186174.5166748,2.7242962
1574186175.8822396,2.7242773
1574186177.2504036,2.7242546
1574186178.6329567,2.7242394
1574186179.9995906,2.7242053
1574186181.367573,2.7241776
1574186182.7356296,2.7241523
1574186184.1020665,2.7241283
1574186185.4675899,2.7240968
1574186186.8354867,2.7240678
1574186188.20173,2.7240236
1574186189.568343,2.7240261
1574186190.9360387,2.7239945
1574186192.3028343,2.723968
1574186193.6709816,2.7239276
1574186195.0390618,2.7239087
1574186196.4062285,2.7238772
1574186197.7738292,2.7238557
1574186199.1415634,2.7238355
1574186200.5096374,2.7238027
1574186201.877723,2.7238027
1574186203.2439373,2.7237648
1574186204.6110346,2.7237585
1574186205.979193,2.7237219
1574186207.3465087,2.7236954
1574186208.712836,2.7236664
1574186210.0807166,2.7236348
1574186211.4469898,2.7236146
1574186212.81416,2.7235957
1574186214.1814775,2.7235654
1574186215.5501738,2.7235288
1574186216.9161565,2.7234935
1574186218.2819622,2.7234707
1574186219.6484604,2.7234505
1574186221.0318458,2.7234392
1574186222.3999057,2.7234127
1574186223.7666404,2.7233723
1574186225.1341543,2.7233483
1574186226.5002992,2.723313
1574186227.8674128,2.7233029
1574186229.2321756,2.7232751
1574186230.5996363,2.7232499
1574186231.9676063,2.7232347
1574186233.3357928,2.7232032
1574186234.703278,2.7231905
1574186236.071086,2.7231615
1574186237.43825,2.7231438
1574186238.80375,2.723111
1574186240.1703832,2.7230795
1574186241.537532,2.7230429
1574186242.9122229,2.7230252
1574186244.2794063,2.7229949
1574186245.6467552,2.7229734
1574186247.0130742,2.7229457
1574186248.3787332,2.7229229
1574186249.7465725,2.7228927
1574186251.1134558,2.7228851
1574186252.4797642,2.7228485
1574186253.846995,2.7228207
1574186255.2129261,2.7227892
1574186256.580946,2.7227387
1574186257.9464846,2.7227096
1574186259.3132546,2.7226882
1574186260.6806028,2.7226503
1574186262.0483143,2.7226238
1574186263.416539,2.7226049
1574186264.7837222,2.7225758
1574186266.1506443,2.7225506
1574186267.5168881,2.7225279
1574186268.8825715,2.7224938
1574186270.2507293,2.7224648
1574186271.6184325,2.7224559
1574186272.9854605,2.7224332
1574186274.3539114,2.7224067
1574186275.72071,2.7223714
1574186277.087172,2.7223449
1574186278.4524806,2.722312
1574186279.8192255,2.7222931
1574186281.1848052,2.7222754
1574186282.5502694,2.7222376
1574186283.9173546,2.7222136
