time,current
1574175866.0086124,0.48519833
1574175867.376113,0.4852518
1574175868.7436812,0.48515636
1574175870.10946,0.48496486
1574175871.4772904,0.48522841
1574175872.845309,0.48518253
1574175874.21329,0.48514423
1574175875.5800078,0.48506017
1574175876.947651,0.48523208
1574175878.3133848,0.48516066
1574175879.6809034,0.48516761
1574175881.0476358,0.48515839
1574175882.4293103,0.48515244
1574175883.7946172,0.48523613
1574175885.1625984,0.48515624
1574175886.5293498,0.48475149
1574175887.8948538,0.48487499
1574175889.2619407,0.48502528
1574175890.628774,0.48513993
1574175891.9966254,0.48512628
1574175893.3657217,0.48505916
1574175894.7326646,0.48509898
1574175896.0996087,0.48497649
1574175897.4686408,0.48512906
1574175898.8357127,0.48507875
1574175900.2018025,0.48498218
1574175901.591522,0.48507635
1574175902.9577518,0.4848832
1574175904.325841,0.48498369
1574175905.6928139,0.48492403
1574175907.0602403,0.48494426
1574175908.4277604,0.48504449
1574175909.7958777,0.48499735
1574175911.1636503,0.48488093
1574175912.5309153,0.48498306
1574175913.8982012,0.48504791
1574175915.2639077,0.48473746
1574175916.6310892,0.48482088
1574175917.9966965,0.4845797
1574175919.3618116,0.48487107
1574175920.731917,0.48484503
1574175922.0975919,0.48493022
1574175923.4649022,0.48492378
1574175924.8340442,0.48491379
1574175926.200864,0.48497055
1574175927.5655792,0.48484604
1574175928.931684,0.48488661
1574175930.2991066,0.48483327
1574175931.664808,0.48489508
1574175933.06015,0.48468879
1574175934.4282472,0.48480293
1574175935.7954988,0.48486108
1574175937.160918,0.48489711
1574175938.527827,0.48492909
1574175939.8950567,0.48491632
1574175941.2599547,0.48490027
1574175942.6286776,0.48491063
1574175943.995603,0.48489003
1574175945.362574,0.48496145
1574175946.7297769,0.48486765
1574175948.0968764,0.48458059
1574175949.4644036,0.48490798
1574175950.8314905,0.48484199
1574175952.1984825,0.48492504
1574175953.5664933,0.48486007
1574175954.9324467,0.48448427
1574175956.2976754,0.48486235
1574175957.6640553,0.48485261
1574175959.0315788,0.48494287
1574175960.3993683,0.48494451
1574175961.7645557,0.48480888
1574175963.1300547,0.48485463
1574175964.4957564,0.48488876
1574175965.8612149,0.48490659
1574175967.228388,0.48486867
1574175968.5957077,0.48491784
1574175969.9618845,0.48491935
1574175971.329887,0.48494135
1574175972.6967862,0.48491468
1574175974.0647523,0.48472418
1574175975.4324,0.48491897
1574175976.7995167,0.48490912
1574175978.1668015,0.48489142
1574175979.5338147,0.48483138
1574175980.9016392,0.48479295
1574175982.268922,0.48493515
1574175983.6340666,0.48486121
1574175984.9997814,0.48495159
1574175986.367018,0.48479712
1574175987.7330625,0.4847956
1574175989.1099622,0.48486222
1574175990.4768968,0.48485994
1574175991.8450487,0.48489243
1574175993.2352407,0.48477449
1574175994.602907,0.48457806
1574175995.9690259,0.48462015
1574175997.3400705,0.48434965
1574175998.7050962,0.48467501
1574176000.0703738,0.48465845
1574176001.4365022,0.48471698
1574176002.8020625,0.48458703
1574176004.16891,0.48449324
1574176005.5343118,0.48454899
1574176006.9012616,0.48455202
1574176008.2676175,0.4846381
1574176009.6345012,0.48462281
1574176011.0015504,0.48440526
1574176012.3687959,0.48463785
1574176013.7337725,0.484528
1574176015.100802,0.48462647
1574176016.4656417,0.48464569
1574176017.8331077,0.48452674
1574176019.1995292,0.48462559
1574176020.5680711,0.48402542
1574176021.9350097,0.48463064
1574176023.301529,0.48459614
1574176024.6684787,0.48462129
1574176026.0364943,0.48456605
1574176027.4248767,0.48452939
1574176028.7932098,0.48450007
1574176030.1618521,0.48454178
1574176031.529408,0.48460928
1574176032.8972642,0.48460309
1574176034.2639275,0.48445368
1574176035.6318188,0.4845864
1574176036.9989743,0.48458236
1574176038.3643353,0.48448401
1574176039.7307353,0.48458375
1574176041.0978224,0.48454987
1574176042.4629853,0.4845931
1574176043.8290348,0.4846582
1574176045.1967869,0.4845213
1574176046.564029,0.48456757
1574176047.9299254,0.4843523
1574176049.2948883,0.4845797
1574176050.661957,0.48458008
1574176052.0299716,0.48453812
1574176053.3960984,0.48451435
1574176054.7619607,0.48440994
1574176056.1289105,0.48460309
1574176057.4968503,0.48456681
1574176058.8642533,0.48446253
1574176060.2319968,0.48454064
1574176061.5987248,0.48441348
1574176062.967663,0.48453091
1574176064.3335085,0.48452409
1574176065.7005136,0.48448894
1574176067.0677145,0.48449135
1574176068.4345996,0.4845146
1574176069.8020859,0.48450854
1574176071.1708777,0.48453319
1574176072.538239,0.48438238
1574176073.9041662,0.48434181
1574176075.273376,0.48449956
1574176076.6383183,0.484505
1574176078.0058725,0.48450753
1574176079.381191,0.48421566
1574176080.7462802,0.48450133
1574176082.1126323,0.48448705
1574176083.4813657,0.48440767
1574176084.8468173,0.4842283
1574176086.2115498,0.48418443
1574176087.577499,0.48441715
1574176088.945235,0.48440274
1574176090.3107483,0.48433359
1574176091.6763477,0.48441866
1574176093.0420353,0.48404046
1574176094.408198,0.48423386
1574176095.7754219,0.48443396
1574176097.1421285,0.48416977
1574176098.507689,0.48427393
1574176099.8740895,0.48419151
1574176101.2403436,0.48433802
1574176102.6076279,0.48434636
1574176103.97462,0.48431476
1574176105.3418763,0.48436848
1574176106.7088616,0.48422981
1574176108.088667,0.48421161
1574176109.4549239,0.48412957
1574176110.8226454,0.48424852
1574176112.1887236,0.48416029
1574176113.554759,0.48425724
1574176114.921799,0.48430427
1574176116.2885072,0.48430819
1574176117.6561074,0.48421995
1574176119.0233486,0.48435293
1574176120.3909163,0.48424334
1574176121.7588701,0.48434333
1574176123.1281674,0.48432639
1574176124.4948404,0.48404147
1574176125.86201,0.4843346
1574176127.2294486,0.48429099
1574176128.5970962,0.48401328
1574176129.9625242,0.48405626
1574176131.3278987,0.48402731
1574176132.6957796,0.48422627
1574176134.0621674,0.48429896
1574176135.4294412,0.48429744
1574176136.7961054,0.48436595
1574176138.163729,0.48424599
1574176139.5311947,0.48429529
1574176140.8980117,0.48412793
1574176142.2634518,0.48414917
1574176143.6306112,0.4841225
1574176144.9962578,0.48419429
1574176146.3652747,0.48418241
1574176147.7583477,0.48414348
1574176149.1259444,0.48416876
1574176150.514314,0.48419101
1574176151.904236,0.48384453
1574176153.2722938,0.48412578
1574176154.639339,0.48415915
1574176156.007169,0.48389181
1574176157.3747568,0.48398459
1574176158.742186,0.48410202
1574176160.1311376,0.48416598
1574176161.4985778,0.48409974
1574176162.866182,0.48418456
1574176164.2338185,0.48416636
1574176165.60138,0.48414866
1574176166.9685073,0.48413185
1574176168.3340435,0.48400772
1574176169.701658,0.48414019
1574176171.0687542,0.48416648
1574176172.4357576,0.48412111
1574176173.8009546,0.48407825
1574176175.167854,0.48395551
1574176176.5343204,0.48406005
1574176177.899594,0.484157
1574176179.268773,0.48410265
1574176180.6365318,0.48416105
1574176182.0038047,0.48413008
1574176183.3719325,0.48398863
1574176184.7378054,0.48415776
1574176186.1055672,0.48412009
1574176187.4943695,0.48412199
1574176188.861167,0.48413337
1574176190.2275765,0.48400759
1574176191.5944626,0.48416054
1574176192.961821,0.48411959
1574176194.3297849,0.48419594
1574176195.6973157,0.48423588
1574176197.0659995,0.48407623
1574176198.4338164,0.48410821
1574176199.8017192,0.48422198
1574176201.1687033,0.48420238
1574176202.5365767,0.48417356
1574176203.9015048,0.48404577
1574176205.2683566,0.48402908
1574176206.6354647,0.48422008
1574176208.0031757,0.48417647
1574176209.371169,0.48420731
1574176210.7381475,0.48412705
1574176212.1046143,0.48411238
1574176213.471942,0.48418039
1574176214.8469195,0.48418873
1574176216.213821,0.48424663
1574176217.5814738,0.48409089
1574176218.9463515,0.48418722
1574176220.318286,0.48422754
1574176221.6946585,0.4841814
1574176223.0626316,0.48394818
1574176224.4274158,0.48408192
1574176225.7943435,0.4841522
1574176227.1613126,0.48410391
1574176228.5293298,0.48410682
1574176229.895026,0.48405778
1574176231.2615201,0.48407446
1574176232.6274562,0.48404349
1574176233.9938982,0.48400279
1574176235.3594887,0.48402946
1574176236.7325976,0.4841292
1574176238.0985787,0.4840842
1574176239.4654236,0.48412376
1574176240.8316057,0.4840737
1574176242.197575,0.4836553
1574176243.5646677,0.48411934
1574176244.9319444,0.48405474
1574176246.2995014,0.48409835
1574176247.668665,0.48405436
1574176249.0360959,0.48389446
1574176250.4028459,0.48396196
1574176251.7697334,0.48404703
1574176253.1382384,0.48397081
1574176254.5056577,0.48395905
1574176255.871562,0.48386033
1574176257.237785,0.48402251
1574176258.6052332,0.48410177
1574176259.9876213,0.48380433
1574176261.3558578,0.48395463
1574176262.723917,0.4838128
1574176264.0894778,0.48382506
1574176265.455932,0.48382785
1574176266.824814,0.48382216
1574176268.1942556,-0.023147287
1574176269.6199276,-0.023073088
1574176271.066099,-0.023065456
1574176272.510028,-0.023132911
1574176273.955872,-0.023052785
1574176275.4012742,0.48861797
1574176276.7857485,0.48825316
1574176278.1531556,0.48810792
1574176279.520942,0.48802437
1574176280.8884027,0.48795169
1574176282.2564628,0.48785006
1574176283.6239974,0.48786889
1574176284.9913352,0.48827895
1574176286.3673937,0.48832281
1574176287.75599,0.4884836
1574176289.124094,-0.023136122
1574176290.606789,-0.022609299
1574176292.0520043,0.48916568
1574176293.4782276,0.48854516
1574176294.845383,0.48762897
1574176296.2127757,-0.022621896
1574176297.6630447,-0.022654228
1574176299.107679,-0.022637482
1574176300.551475,-0.022654006
1574176302.0496318,-0.022644373
1574176303.493168,0.66307072
1574176304.9993932,0.67029389
1574176306.3670783,0.67318444
1574176307.7352278,0.6742465
1574176309.1028042,0.67402605
1574176310.4796212,0.67511022
1574176311.846602,0.67457553
1574176313.214752,0.67745125
1574176314.579836,0.68295661
1574176315.9467525,0.6832304
1574176317.3137016,0.68381718
1574176318.6827803,0.6837651
1574176320.0497897,0.68209263
1574176321.4166608,0.67947044
1574176322.7832193,0.68464336
1574176324.1507435,0.68363275
1574176325.5191467,0.6833721
1574176326.8863294,0.68383209
1574176328.2520247,0.68404711
1574176329.6182404,0.68415303
1574176330.985838,0.68480402
1574176332.353889,0.68423355
1574176333.721137,0.68307492
1574176335.0889144,0.69358807
1574176336.4569132,0.69107346
1574176337.8238683,0.69042045
1574176339.1910267,0.69028482
1574176340.5590003,0.69172938
1574176341.925073,0.69186602
1574176343.292886,0.69172344
1574176344.6603205,0.68616641
1574176346.0254922,0.68973129
1574176347.3946579,0.68341015
1574176348.7600665,0.68463261
1574176350.1255138,0.68598932
1574176351.4903848,0.68531331
1574176352.855774,0.68682486
1574176354.2207813,0.6870352
1574176355.5857205,0.68410437
1574176356.9508932,0.683397
1574176358.3154676,0.67568916
1574176359.6826375,0.67627682
1574176361.0488114,0.67366883
1574176362.4439662,0.67513513
1574176363.8101752,0.68177523
1574176365.1753466,0.68507225
1574176366.5635066,0.68548876
1574176367.9296794,0.68872966
1574176369.2953455,0.68680678
1574176370.660519,0.68658444
1574176372.0256906,0.68704556
1574176373.3968616,0.68783294
1574176374.7630317,0.68143579
1574176376.1282053,0.68735361
1574176377.4933772,0.68444516
1574176378.85855,0.68069101
1574176380.2237244,0.68311247
1574176381.5888367,0.68557699
1574176382.9629383,0.68825109
1574176384.327571,0.69016031
1574176385.693048,0.68960691
1574176387.060352,0.69214768
1574176388.4256513,0.69295983
1574176389.7927685,0.69247798
1574176391.1601212,0.69256419
1574176392.5350592,0.6884838
1574176393.8997817,0.68944916
1574176395.2651007,0.68862221
1574176396.6315522,0.69162256
1574176397.9976547,0.69341072
1574176399.3653991,0.69502011
1574176400.7324681,0.69224666
1574176402.0982885,0.69014438
1574176403.464163,0.69063092
1574176404.8394718,0.68903657
1574176406.2080605,0.68734855
1574176407.575707,0.68925348
1574176408.9423509,0.68681108
1574176410.3084376,0.67847298
1574176411.6741946,0.6914145
1574176413.039693,0.69188612
1574176414.406083,0.67969557
1574176415.7710488,0.69193377
1574176417.1370602,0.69303416
1574176418.50513,0.69371966
1574176419.8733964,0.69319141
1574176421.2389307,0.69358516
1574176422.6062918,0.69350616
1574176423.9711754,0.6933752
1574176425.337185,0.68928811
1574176426.7053964,0.69345686
1574176428.0722365,0.68962802
1574176429.4394524,0.69527279
1574176430.806645,0.69509444
1574176432.1742663,0.69506802
1574176433.5403016,0.69400862
1574176434.9078746,0.69305034
1574176436.2813103,0.69164595
1574176437.6486442,0.69474619
1574176439.0244315,0.69173734
1574176440.393012,0.69371106
1574176441.7714143,0.69486463
1574176443.1525433,0.69314262
1574176444.518234,0.69432792
1574176445.8847606,0.69486413
1574176447.2542815,0.69498737
1574176448.6215541,0.69460373
1574176449.9874234,0.69442462
1574176451.3553064,0.69478753
1574176452.7208092,0.69366277
1574176454.0884328,0.69371536
1574176455.457602,0.68595355
1574176456.823504,0.69242906
1574176458.1893833,0.69243551
1574176459.5598092,0.69420594
1574176460.9278562,0.69238393
1574176462.2934928,0.69356961
1574176463.6582003,0.68639129
1574176465.0250857,0.69381623
1574176466.390791,0.69257847
1574176467.7564127,0.69185477
1574176469.1218195,0.68613292
1574176470.4957573,0.68586962
1574176471.8619297,0.68558609
1574176473.2740724,0.68714074
1574176474.6388805,0.69190369
1574176476.0048418,0.68980435
1574176477.3717873,0.69200519
1574176478.7449162,0.69063774
1574176480.1103923,0.69189977
1574176481.4775057,0.69135231
1574176482.845098,0.68989966
1574176484.2124019,0.6869347
1574176485.5794559,0.69179245
1574176486.9460196,0.69055785
1574176488.3110702,0.69010103
1574176489.6761014,0.69112415
1574176491.0406437,0.68325695
1574176492.4062092,0.68807172
1574176493.7722638,0.690267
1574176495.139526,0.68561466
1574176496.5102038,0.68799221
1574176497.8751478,0.68626754
1574176499.2407167,0.68710371
1574176500.6083612,0.68658418
1574176501.9795413,0.69079196
1574176503.3452647,0.69107485
1574176504.712607,0.68920772
1574176506.093574,0.68981965
1574176507.4791367,0.68283084
1574176508.845309,0.68118146
1574176510.2113235,0.6872334
1574176511.577941,0.68577898
1574176512.9431438,0.68644944
1574176514.308256,0.6896442
1574176515.6741617,0.68356057
1574176517.0409687,0.68834994
1574176518.4081938,0.68784065
1574176519.776501,0.68903745
1574176521.1413417,0.68447676
1574176522.507516,0.68538751
1574176523.8728426,0.69099951
1574176525.239962,0.69055937
1574176526.606596,0.69007221
1574176527.9716082,0.68830013
1574176529.3388088,0.69146709
1574176530.706026,0.68948366
1574176532.0936415,0.68718612
1574176533.4591112,0.6908386
1574176534.8247623,0.688873
1574176536.1903815,0.68924678
1574176537.5549877,0.69082836
1574176538.9225862,0.69061373
1574176540.2878249,0.68458054
1574176541.6593208,0.68545324
1574176543.0387146,0.69318749
1574176544.4036772,0.69401936
1574176545.769548,0.68755156
1574176547.1501997,0.69458566
1574176548.5156748,0.69166415
1574176549.8829432,0.69232427
1574176551.250703,0.69133398
1574176552.6176493,0.69438758
1574176553.9880102,0.69209484
1574176555.353013,0.69181205
1574176556.7511628,0.68890852
1574176558.1170745,0.69111189
1574176559.4843905,0.69561333
1574176560.8677423,0.68974431
1574176562.2375472,0.69019039
1574176563.6102362,0.69474897
1574176564.9761434,0.68928053
1574176566.3436468,0.69057606
1574176567.7105718,0.69062687
1574176569.0755534,0.68968629
1574176570.4413376,0.69541197
1574176571.8098145,0.69313314
1574176573.175223,0.69218902
1574176574.5432744,0.69007259
1574176575.9097204,0.69497663
1574176577.2769244,0.6919248
1574176578.6439438,0.69316967
1574176580.0082984,0.69251641
1574176581.37427,0.69320771
1574176582.7394893,0.68947014
1574176584.107189,0.69438404
1574176585.4874547,0.69387349
1574176586.8552475,0.69355722
1574176588.2361536,0.69106537
1574176589.6096354,0.69216639
1574176590.9877665,0.69372117
1574176592.3628185,0.69333361
1574176593.727873,0.69470953
1574176595.0942504,0.69566061
1574176596.4605713,0.69290548
1574176597.826671,0.69489181
1574176599.1926308,0.69695348
1574176600.5599594,0.69476503
1574176601.9276538,0.69656959
1574176603.2947824,0.6933187
1574176604.6717777,0.67672315
1574176606.0366776,0.69309218
1574176607.4037712,0.69000395
1574176608.7717028,0.69029531
1574176610.138718,0.69079019
1574176611.5052352,0.69464077
1574176612.8739188,0.69422983
1574176614.240466,0.69434056
1574176615.6050675,0.69409533
1574176616.9738357,0.6934025
1574176618.3413386,0.6896873
1574176619.706924,0.69073811
1574176621.071948,0.69255976
1574176622.438979,0.69692681
1574176623.8055794,0.69606257
1574176625.1727762,0.69561245
1574176626.5390944,0.69314059
1574176627.9039755,0.6942953
1574176629.270761,0.69485528
1574176630.6360695,0.69561561
1574176632.0042386,0.6969512
1574176633.3716426,0.69476528
1574176634.736826,0.69458313
1574176636.105237,0.69373457
1574176637.4721515,0.69727278
1574176638.8390062,0.69644356
1574176640.205312,0.6955026
1574176641.5703197,0.69365418
1574176642.9362402,0.69739868
1574176644.3107383,0.69720957
1574176645.6785948,0.69687814
1574176647.0463755,0.69408572
1574176648.414094,0.69323957
1574176649.7883723,0.69375619
1574176651.1543524,0.6905035
1574176652.5215526,0.69523399
1574176653.8897355,0.69535951
1574176655.2575374,0.69309079
1574176656.6255653,0.69304781
1574176657.993519,0.69450488
1574176659.3608584,0.69442778
1574176660.7285287,0.69541639
1574176662.0949683,0.69664783
1574176663.4621985,0.6947467
1574176664.8275805,0.69542928
1574176666.194612,0.69220785
1574176667.5617285,0.69499104
1574176668.9286919,0.6939238
1574176670.2947772,0.69239455
1574176671.6607964,0.69385466
1574176673.0257523,0.69500254
1574176674.3934948,0.69048075
1574176675.7583137,0.69298524
1574176677.1257808,0.69355621
1574176678.4928975,0.69498939
1574176679.859067,0.69175757
1574176681.2238896,0.69224628
1574176682.591327,0.69278641
1574176683.9579227,0.6888797
1574176685.3234227,0.6914236
1574176686.6891627,0.68576167
1574176688.0543568,0.68747281
1574176689.4335566,0.68913504
1574176690.7983675,0.68784179
1574176692.1648035,0.68957771
1574176693.5313377,0.69375568
1574176694.8985891,0.69389334
1574176696.2659652,0.69277819
1574176697.6314118,0.69254839
1574176698.9990115,0.69057264
1574176700.3670454,0.69177096
1574176701.7441897,0.69327623
1574176703.1111498,0.69416296
1574176704.4871283,0.69435573
1574176705.852712,0.69145685
1574176707.2181005,0.69153585
1574176708.5836844,0.69377515
1574176709.9509604,0.69317991
1574176711.319211,0.69356468
1574176712.6871908,0.69570232
1574176714.0543506,0.69506119
1574176715.4223888,0.6921765
1574176716.787379,0.68816614
1574176718.152732,0.69233413
1574176719.5193012,0.69635545
1574176720.886429,0.69568601
1574176722.252411,0.69528923
1574176723.620351,0.69452599
1574176724.987425,0.69652458
1574176726.3564663,0.69567122
1574176727.7224102,0.69480282
1574176729.0893898,0.69175238
1574176730.455463,0.69672456
1574176731.8298473,0.69613981
1574176733.196526,0.69712387
1574176734.564638,0.69659588
1574176735.9314969,0.69472913
1574176737.297608,0.69680558
1574176738.6654859,0.69663342
1574176740.0325875,0.69537556
1574176741.4005005,0.69656769
1574176742.7686186,0.69698849
1574176744.136678,0.69652964
1574176745.504071,0.69679168
1574176746.8720384,0.69687106
1574176748.2389598,0.69359224
1574176749.6060987,0.69670648
1574176750.9737964,0.69554065
1574176752.3397973,0.69613564
1574176753.7058368,0.69686297
1574176755.072896,0.69647364
1574176756.440511,0.69703084
1574176757.807793,0.69588965
1574176759.1750512,0.69707192
1574176760.5511513,0.69525232
1574176761.9169688,-0.022530235
1574176763.3916845,-0.022642595
1574176764.8371265,0.47702545
1574176766.2246027,0.47668365
1574176767.5908003,0.47678326
1574176768.9590073,0.47663777
1574176770.3240957,0.47664206
1574176771.6909888,-0.022534335
1574176773.2322714,-0.02248743
1574176774.6777906,-0.022550983
1574176776.1379874,0.48191973
1574176777.5552833,0.48212653
1574176778.9301505,0.48226621
1574176780.297184,0.48216761
1574176781.6734374,0.48200354
1574176783.0392854,0.48178802
1574176784.4042046,0.48190469
1574176785.772062,0.48223006
1574176787.1371286,0.48218063
1574176788.5021598,0.48242374
