time,Voltage (V),Current (A)
1574321730.733428,2.966869,0.15
1574321732.132398,2.9668525,0.151
1574321733.518866,2.9668361,0.15
1574321734.9240434,2.9668349,0.15
1574321736.3116093,2.9668298,0.15
1574321737.7069454,2.966797,0.151
1574321739.095179,2.9667743,0.151
1574321740.5037677,2.966768,0.151
1574321741.8927355,2.966744,0.15
1574321743.2930715,2.9667023,0.15
1574321744.6815295,2.966667,0.151
1574321746.0879095,2.9666481,0.151
1574321747.475716,2.9666216,0.151
1574321748.8751028,2.9666329,0.151
1574321750.259438,2.9666342,0.151
1574321751.6569526,2.9666304,0.15
1574321753.0352356,2.9666165,0.151
1574321754.456706,2.9666014,0.151
1574321755.8425653,2.9665963,0.151
1574321757.248757,2.9666001,0.151
1574321758.6352704,2.9665484,0.151
1574321760.0363548,2.9665357,0.151
1574321761.4151967,2.9665256,0.151
1574321762.8297312,2.9664941,0.151
1574321764.2182388,2.9664966,0.15
1574321765.6078365,2.9664575,0.151
1574321766.985104,2.9664651,0.15
1574321768.4058893,2.9664537,0.15
1574321769.7911882,2.9664348,0.15
1574321771.1983988,2.9664373,0.151
1574321772.585559,2.9664045,0.151
1574321773.9779782,2.9663906,0.15
1574321775.367798,2.9663805,0.151
1574321776.7797022,2.9663515,0.151
1574321778.1693938,2.9663502,0.15
1574321779.570239,2.9663628,0.15
1574321780.9482186,2.9663237,0.15
1574321782.3460176,2.966301,0.151
1574321783.7342064,2.9662997,0.15
1574321785.1396763,2.9662732,0.15
1574321786.5269809,2.9662719,0.151
1574321787.9370122,2.966253,0.151
1574321789.3236358,2.9662303,0.15
1574321790.7232506,2.9662101,0.151
1574321792.1120608,2.9662139,0.15
1574321793.5212204,2.9661987,0.151
1574321794.9113057,2.9662,0.151
1574321796.3137944,2.9661344,0.15
1574321797.7019272,2.9661091,0.151
1574321799.1012547,2.9660914,0.151
1574321800.4910216,2.9660889,0.151
1574321801.8913603,2.9660826,0.151
1574321803.277699,2.9660864,0.151
1574321804.6728637,2.9660473,0.151
1574321806.0501406,2.9660157,0.151
1574321807.4689279,2.9660258,0.151
1574321808.8572478,2.9659829,0.151
1574321810.2623792,2.9659816,0.151
1574321811.650393,2.9659665,0.151
1574321813.05607,2.9659665,0.151
1574321814.4453433,2.9659602,0.151
1574321815.8342907,2.9659274,0.15
1574321817.220893,2.9659261,0.151
1574321818.629616,2.9658731,0.151
1574321820.0112677,2.9658743,0.151
1574321821.4223976,2.9658668,0.151
1574321822.8093038,2.9658289,0.151
1574321824.2149837,2.965839,0.15
1574321825.6012468,2.96581,0.151
1574321826.9957106,2.965786,0.151
1574321828.3852615,2.9657683,0.151
1574321829.7962615,2.9657608,0.151
1574321831.185649,2.9657431,0.151
1574321832.5891044,2.9657443,0.151
1574321833.9669297,2.9657229,0.151
1574321835.3748717,2.9657342,0.151
1574321836.76183,2.9657204,0.15
1574321838.165725,2.9656774,0.151
1574321839.5513089,2.9656472,0.151
1574321840.9472876,2.9656724,0.15
1574321842.34128,2.9656459,0.151
1574321843.7487848,2.9656156,0.15
1574321845.1365368,2.9656143,0.151
1574321846.538905,2.9656232,0.15
1574321847.9343085,2.9655878,0.15
1574321849.3254528,2.9655815,0.151
1574321850.7032394,2.9655651,0.151
1574321852.1167412,2.9655399,0.151
1574321853.503205,2.9655411,0.15
1574321854.9063766,2.9655386,0.15
1574321856.2934437,2.9655045,0.151
1574321857.6995103,2.9654667,0.15
1574321859.086102,2.9654604,0.151
1574321860.479498,2.9654578,0.15
1574321861.8589885,2.965449,0.151
1574321863.2797835,2.9654149,0.151
1574321864.6673217,2.9653947,0.15
1574321866.0734155,2.9653669,0.151
1574321867.460813,2.9653669,0.151
1574321868.8593612,2.9653632,0.151
1574321870.246476,2.9653556,0.151
1574321871.6486514,2.9653215,0.151
1574321873.0352216,2.9652975,0.15
1574321874.4389758,2.9652748,0.151
1574321875.8260148,2.965271,0.15
1574321877.2335582,2.9652483,0.151
1574321878.6194303,2.9652357,0.151
1574321880.020929,2.9652003,0.15
1574321881.4120483,2.9651915,0.15
1574321882.8140666,2.9651663,0.151
1574321884.2046025,2.9651511,0.151
1574321885.600815,2.9651372,0.15
1574321886.9773297,2.9651322,0.151
1574321888.3912864,2.9651044,0.15
1574321889.7766833,2.9650905,0.151
1574321891.1718705,2.9650918,0.151
1574321892.550982,2.9650804,0.15
1574321893.9708512,2.9650564,0.151
1574321895.3594255,2.9650741,0.151
1574321896.764495,2.9650413,0.151
1574321898.152765,2.9650312,0.15
1574321899.5524466,2.9650085,0.151
1574321900.9448347,2.9649908,0.15
1574321902.3454223,2.9649782,0.151
1574321903.733289,2.9649744,0.15
1574321905.124316,2.9649593,0.15
1574321906.5107086,2.9649302,0.151
1574321907.9287045,2.96491,0.151
1574321909.3159075,2.9648999,0.151
1574321910.7155442,2.9648848,0.151
1574321912.1034262,2.9648482,0.15
1574321913.5060842,2.9648293,0.151
1574321914.8951316,2.9648381,0.15
1574321916.2977462,2.9647939,0.151
1574321917.686027,2.9647775,0.151
1574321919.086716,2.9647851,0.15
1574321920.4774613,2.9647939,0.15
1574321921.876508,2.964775,0.15
1574321923.2622464,2.9647699,0.15
1574321924.6658406,2.9647472,0.151
1574321926.053675,2.9647333,0.15
1574321927.4584565,2.9647346,0.151
1574321928.8439252,2.9647182,0.151
1574321930.2469149,2.9646816,0.151
1574321931.6369116,2.9646879,0.151
1574321933.0274222,2.964669,0.151
1574321934.4136968,2.9646765,0.151
1574321935.8180318,2.9646462,0.151
1574321937.2041714,2.9646437,0.151
1574321938.6175604,2.9646248,0.15
1574321940.0055828,2.9646071,0.151
1574321941.407022,2.9645869,0.151
1574321942.7932687,2.9645869,0.151
1574321944.1992946,2.9645591,0.151
1574321945.585815,2.9645528,0.151
1574321946.9789686,2.9645478,0.15
1574321948.3695052,2.964539,0.151
1574321949.7801526,2.9644998,0.151
1574321951.169194,2.964491,0.151
1574321952.5707889,2.9644594,0.151
1574321953.9574935,2.9644632,0.15
1574321955.3591747,2.9644468,0.151
1574321956.746977,2.9644493,0.15
1574321958.1494226,2.9644052,0.15
1574321959.5342982,2.9643686,0.15
1574321960.9443207,2.964366,0.151
1574321962.3309247,2.9643622,0.15
1574321963.7261748,2.9643219,0.15
1574321965.1150708,2.9643067,0.151
1574321966.5220027,2.9642815,0.151
1574321967.9102762,2.9642739,0.151
1574321969.3037229,2.9642663,0.15
1574321970.6899025,2.9642575,0.151
1574321972.1013849,2.9642436,0.15
1574321973.487323,2.9642297,0.151
1574321974.8938234,2.9642095,0.151
1574321976.2803886,2.9641843,0.15
1574321977.6834922,2.9641527,0.151
1574321979.0625489,2.9641603,0.151
1574321980.4756465,2.9641237,0.15
1574321981.8622923,2.9641275,0.15
1574321983.2642257,2.9640984,0.151
1574321984.6522667,2.964077,0.15
1574321986.05576,2.9640606,0.151
1574321987.4432914,2.9640454,0.15
1574321988.8424845,2.9640366,0.151
1574321990.230128,2.9640215,0.151
1574321991.6349592,2.964005,0.151
1574321993.0220165,2.9639912,0.15
1574321994.4239347,2.9639684,0.15
1574321995.810294,2.9639672,0.15
1574321997.2165842,2.9639268,0.15
1574321998.602886,2.9639369,0.15
1574321999.9949903,2.9639331,0.15
1574322001.3811667,2.9639331,0.151
1574322002.7942257,2.9639281,0.151
1574322004.1817303,2.9638902,0.151
1574322005.5852377,2.9638889,0.151
1574322006.964568,2.9638713,0.151
1574322008.3750594,2.9638296,0.15
1574322009.7626934,2.9638384,0.151
1574322011.166997,2.963817,0.151
1574322012.5462308,2.9638132,0.151
1574322013.9581995,2.9637867,0.151
1574322015.346168,2.9637627,0.151
1574322016.7506373,2.9637311,0.151
1574322018.1376433,2.9636983,0.15
1574322019.5380476,2.9636996,0.151
1574322020.9326382,2.9636807,0.151
1574322022.3277385,2.9636592,0.151
1574322023.7129989,2.9636403,0.15
1574322025.1203868,2.9635999,0.15
1574322026.5081885,2.9635898,0.151
1574322027.9072964,2.9635936,0.151
1574322029.2931867,2.9635645,0.151
1574322030.7000911,2.9635406,0.15
1574322032.087297,2.9635166,0.15
1574322033.4892173,2.9635014,0.151
1574322034.8773463,2.9634989,0.151
1574322036.270713,2.9634951,0.151
1574322037.6493535,2.963485,0.15
1574322039.0701766,2.9634636,0.151
1574322040.4616475,2.963461,0.151
1574322041.8616624,2.9634396,0.151
1574322043.255887,2.9634219,0.151
1574322044.6482978,2.9633992,0.151
1574322046.034736,2.9633739,0.151
1574322047.4420247,2.9633676,0.151
1574322048.8275964,2.9633626,0.151
1574322050.227905,2.963355,0.15
1574322051.6166317,2.9633424,0.151
1574322053.0230174,2.9633146,0.151
1574322054.4108434,2.9632982,0.151
1574322055.8122525,2.9632881,0.151
1574322057.2014337,2.9632629,0.151
1574322058.601498,2.9632591,0.15
1574322059.9795651,2.9632566,0.151
1574322061.392495,2.9632376,0.15
1574322062.7783365,2.9632212,0.151
1574322064.1826868,2.963196,0.151
1574322065.5700834,2.9631859,0.151
1574322066.9711924,2.9631834,0.151
1574322068.3596866,2.9631493,0.151
1574322069.7626143,2.9631215,0.15
1574322071.151132,2.9631215,0.15
1574322072.5528896,2.9630874,0.15
1574322073.9476328,2.9630382,0.15
1574322075.3356063,2.9630294,0.151
1574322076.7216425,2.9630104,0.151
1574322078.1335275,2.9630155,0.15
1574322079.519488,2.9630003,0.15
1574322080.924435,2.9629978,0.151
1574322082.312389,2.9629801,0.15
1574322083.716472,2.962965,0.151
1574322085.103971,2.9629435,0.15
1574322086.5069394,2.9629334,0.151
1574322087.893824,2.9629233,0.15
1574322089.29498,2.9629233,0.15
1574322090.6751423,2.9629082,0.151
1574322092.0864673,2.9628716,0.15
1574322093.4747689,2.9628653,0.15
1574322094.8682966,2.962859,0.151
1574322096.2565053,2.962811,0.15
1574322097.6665416,2.9628022,0.151
1574322099.0455122,2.9627997,0.151
1574322100.4583933,2.9627984,0.15
1574322101.8458898,2.962787,0.151
1574322103.248184,2.9627605,0.15
1574322104.6373343,2.9627517,0.151
1574322106.0287626,2.962734,0.151
1574322107.4163888,2.9627163,0.151
1574322108.8270752,2.9626924,0.15
1574322110.2135031,2.9626457,0.15
1574322111.6165295,2.9626495,0.15
1574322113.0026011,2.9626381,0.151
1574322114.407414,2.9626116,0.151
1574322115.7944543,2.9625813,0.151
1574322117.201171,2.962575,0.151
1574322118.5866675,2.9625661,0.151
1574322119.979938,2.9625775,0.15
1574322121.3677883,2.9625308,0.15
1574322122.7838614,2.9625043,0.15
1574322124.1729965,2.962522,0.151
1574322125.5712507,2.9625081,0.151
1574322126.9500837,2.9624854,0.15
1574322128.3588266,2.9624841,0.151
1574322129.747043,2.9624525,0.15
1574322131.1508026,2.9624286,0.151
1574322132.537373,2.9624425,0.151
1574322133.9520874,2.9624349,0.15
1574322135.3391936,2.9624122,0.15
1574322136.73254,2.9623894,0.15
1574322138.1135895,2.9623743,0.15
1574322139.522952,2.962344,0.15
1574322140.9111552,2.9623377,0.15
1574322142.3096862,2.9623036,0.151
1574322143.6951272,2.962267,0.15
1574322145.1058207,2.9622607,0.151
1574322146.4920974,2.962267,0.151
1574322147.8919,2.9622367,0.151
1574322149.2790618,2.9622153,0.15
1574322150.6830895,2.9621938,0.15
1574322152.0701468,2.96219,0.15
1574322153.474706,2.9621622,0.151
1574322154.8629212,2.9621837,0.151
1574322156.2553163,2.9621433,0.151
1574322157.6425176,2.9621181,0.15
1574322159.052993,2.962089,0.151
1574322160.439658,2.9620928,0.151
1574322161.844801,2.9620676,0.151
1574322163.230761,2.962055,0.15
1574322164.6331272,2.9620348,0.151
1574322166.0209646,2.9620398,0.151
1574322167.4248893,2.9620348,0.151
1574322168.8108072,2.9620019,0.15
1574322170.2159238,2.9620019,0.15
1574322171.6054108,2.9619691,0.151
1574322173.008272,2.96193,0.15
1574322174.3975005,2.9619123,0.151
1574322175.7957819,2.9619237,0.151
1574322177.1845133,2.9619085,0.151
1574322178.585528,2.9618846,0.151
1574322179.9639297,2.9618745,0.15
1574322181.3688507,2.9618656,0.15
1574322182.7572749,2.9618404,0.15
1574322184.166497,2.9618303,0.151
1574322185.5526614,2.9617987,0.151
1574322186.9479709,2.9617836,0.15
1574322188.33807,2.9617596,0.151
1574322189.7507365,2.9617394,0.151
1574322191.1387758,2.9617344,0.151
1574322192.5300732,2.9617091,0.15
1574322193.9165714,2.9617167,0.15
1574322195.3167953,2.9616927,0.151
1574322196.705631,2.9616889,0.151
1574322198.1181316,2.9616637,0.151
1574322199.5054255,2.9616422,0.15
1574322200.9090366,2.9616208,0.15
1574322202.2946985,2.9616195,0.151
1574322203.6999805,2.9615993,0.15
1574322205.080571,2.9615715,0.151
1574322206.4851096,2.9615488,0.151
1574322207.875018,2.9615614,0.15
1574322209.2787817,2.9615211,0.151
1574322210.6703017,2.961516,0.151
1574322212.0707915,2.9615097,0.151
1574322213.4499846,2.9614882,0.151
1574322214.8589907,2.9614706,0.151
1574322216.246401,2.9614377,0.151
1574322217.650929,2.9614087,0.151
1574322219.0362477,2.9614213,0.15
1574322220.432611,2.96141,0.151
1574322221.8233192,2.9613759,0.15
1574322223.2220016,2.9613948,0.15
1574322224.6084092,2.9613759,0.151
1574322226.0216722,2.9613645,0.15
1574322227.4101715,2.9613355,0.151
1574322228.813723,2.9613128,0.151
1574322230.1921422,2.9613065,0.151
1574322231.594256,2.9612964,0.151
1574322232.9826372,2.9612787,0.151
1574322234.3915434,2.9612535,0.151
1574322235.7799115,2.9612623,0.151
1574322237.1763716,2.9612257,0.15
1574322238.5553331,2.9612307,0.151
1574322239.9635808,2.9612143,0.15
1574322241.3525014,2.9611992,0.15
1574322242.7654746,2.9612055,0.151
1574322244.153843,2.9611727,0.15
1574322245.5536394,2.9611815,0.15
1574322246.9450865,2.9611487,0.15
1574322248.343544,2.9611108,0.151
1574322249.7302191,2.9611058,0.15
1574322251.1350346,2.9610932,0.151
1574322252.5258002,2.9610818,0.151
1574322253.9244337,2.9610755,0.151
1574322255.3127134,2.9610629,0.151
1574322256.7074776,2.9610427,0.15
1574322258.097284,2.9610275,0.151
1574322259.5089247,2.9610023,0.151
1574322260.8882642,2.9609922,0.151
1574322262.2959518,2.9609985,0.151
1574322263.6877458,2.9609783,0.151
1574322265.0880227,2.9609442,0.151
1574322266.4767916,2.9609278,0.151
1574322267.8767025,2.9609089,0.151
1574322269.262718,2.9608874,0.15
1574322270.6690211,2.9608811,0.151
1574322272.0547733,2.9608597,0.151
1574322273.4570646,2.9608458,0.151
1574322274.8454015,2.9608357,0.15
1574322276.2511241,2.9608395,0.15
1574322277.6383765,2.9608231,0.15
1574322279.0283518,2.9607764,0.15
1574322280.4134998,2.9607789,0.151
1574322281.8281443,2.96077,0.151
1574322283.2153597,2.9607196,0.151
1574322284.617249,2.9607057,0.151
1574322286.0043235,2.9606956,0.15
1574322287.4100573,2.9606905,0.15
1574322288.7974412,2.960664,0.15
1574322290.1996624,2.9606489,0.15
1574322291.5892608,2.9606413,0.151
1574322292.9961293,2.9606198,0.151
1574322294.38574,2.9606224,0.15
1574322295.7799582,2.9605731,0.15
1574322297.1596491,2.9605719,0.151
1574322298.5693445,2.9605656,0.151
1574322299.9619281,2.9605618,0.15
1574322301.3534293,2.9605567,0.15
1574322302.7413044,2.960529,0.151
1574322304.149778,2.9605012,0.151
1574322305.5370274,2.9605037,0.15
1574322306.9313242,2.9604848,0.151
1574322308.3197315,2.9604242,0.151
1574322309.7338417,2.9604242,0.151
1574322311.129644,2.9604103,0.15
1574322312.5213132,2.9603737,0.151
1574322313.9126995,2.9603661,0.15
1574322315.312315,2.9603535,0.151
1574322316.6999714,2.9603409,0.151
1574322318.1016397,2.9603359,0.151
1574322319.4871924,2.9603093,0.151
1574322320.8949625,2.9602854,0.15
1574322322.2840586,2.9602866,0.151
1574322323.686419,2.9602765,0.151
1574322325.0735152,2.9602664,0.151
1574322326.4760594,2.9602551,0.151
1574322327.8526702,2.9602336,0.151
1574322329.2627707,2.9602008,0.15
1574322330.6521602,2.9601844,0.151
1574322332.0529163,2.9601617,0.15
1574322333.4406946,2.9601629,0.151
1574322334.8361273,2.9601591,0.15
1574322336.2254288,2.9601516,0.151
1574322337.6337364,2.9601162,0.151
1574322339.0131075,2.9601074,0.15
1574322340.4255388,2.9600986,0.151
1574322341.8132126,2.9600784,0.15
1574322343.2163477,2.9600329,0.15
1574322344.6072452,2.960043,0.151
1574322345.996637,2.9600632,0.151
1574322347.3841598,2.9600115,0.151
1574322348.7870388,2.9599761,0.15
1574322350.1654563,2.959966,0.15
1574322351.5854764,2.9599509,0.151
1574322352.972943,2.9599446,0.151
1574322354.3762274,2.9599219,0.15
1574322355.7631686,2.9598991,0.151
1574322357.1688032,2.9598802,0.15
1574322358.5554438,2.9598865,0.15
1574322359.9630694,2.9598285,0.15
1574322361.349167,2.9598272,0.151
1574322362.7457664,2.9598045,0.151
1574322364.1309035,2.9598095,0.151
1574322365.5428696,2.9597616,0.15
1574322366.9303668,2.9597515,0.15
1574322368.3284872,2.9597515,0.151
1574322369.7161527,2.9597287,0.151
1574322371.1189158,2.9596997,0.151
1574322372.5059214,2.9596959,0.151
1574322373.9093788,2.9596694,0.15
1574322375.3003113,2.9596694,0.15
1574322376.7011576,2.9596581,0.151
1574322378.0896366,2.9596316,0.15
1574322379.4917026,2.9596114,0.151
1574322380.8683333,2.9595962,0.15
1574322382.2695158,2.9595722,0.15
1574322383.6458733,2.9595874,0.151
1574322385.0611424,2.9595722,0.15
1574322386.4503388,2.9595205,0.151
1574322387.8582048,2.9595129,0.151
1574322389.2457926,2.9595079,0.15
1574322390.6504896,2.9594864,0.151
1574322392.038511,2.9594826,0.151
1574322393.4413483,2.9594713,0.151
1574322394.830479,2.9594561,0.15
1574322396.2216027,2.9594296,0.15
1574322397.6094098,2.9594384,0.151
1574322399.0199623,2.9594296,0.15
1574322400.411667,2.9594081,0.151
1574322401.8123162,2.9593917,0.151
1574322403.1909394,2.9593602,0.15
1574322404.6031964,2.9593324,0.15
1574322405.992154,2.9593274,0.15
1574322407.3929148,2.9592971,0.151
1574322408.8061767,2.9592781,0.151
1574322410.1921413,2.9592542,0.15
1574322411.5816734,2.9592377,0.15
1574322412.9752247,2.9592226,0.151
1574322414.350991,2.9592201,0.15
1574322415.7629297,2.9592239,0.151
1574322417.1493633,2.9592011,0.151
1574322418.5526936,2.9591847,0.151
1574322419.9484327,2.9591671,0.151
1574322421.3440573,2.9591241,0.15
1574322422.7290528,2.9591191,0.151
1574322424.133984,2.9590926,0.15
1574322425.5216882,2.9590812,0.15
1574322426.926037,2.959056,0.15
1574322428.3147008,2.9590446,0.151
1574322429.706691,2.9590509,0.15
1574322431.0932834,2.9590169,0.15
1574322432.5057316,2.9590131,0.151
1574322433.8955817,2.9590017,0.151
1574322435.2952056,2.9589979,0.151
1574322436.6828384,2.9589891,0.15
1574322438.078687,2.9589765,0.15
1574322439.4664567,2.9589626,0.15
1574322440.876875,2.9589449,0.151
1574322442.2620473,2.9589235,0.151
1574322443.6671185,2.9588932,0.15
1574322445.0564303,2.9588629,0.15
1574322446.4644327,2.9588465,0.15
1574322447.8536558,2.9588263,0.151
1574322449.2455144,2.9588263,0.151
1574322450.6384387,2.9588174,0.15
1574322452.0272186,2.9588162,0.151
1574322453.4139814,2.9587796,0.151
1574322454.826571,2.9587657,0.151
1574322456.2196019,2.9587669,0.151
1574322457.619249,2.9587531,0.15
1574322458.9970376,2.9587367,0.15
1574322460.4263604,2.9587139,0.151
1574322461.8169718,2.9586912,0.151
1574322463.2067492,2.9586849,0.15
1574322464.5951583,2.9586609,0.151
1574322465.9898343,2.9586205,0.151
1574322467.3785772,2.9586319,0.151
1574322468.771479,2.9586079,0.151
1574322470.157398,2.9586003,0.151
1574322471.5686812,2.9585991,0.151
1574322472.9614127,2.9585966,0.151
1574322474.3589685,2.9585839,0.151
1574322475.7474115,2.9585587,0.151
1574322477.15271,2.95857,0.151
1574322478.539476,2.9585738,0.151
1574322479.9418166,2.9585562,0.15
1574322481.329729,2.9585132,0.15
1574322482.7306087,2.9585082,0.15
1574322484.1191375,2.9584703,0.151
1574322485.521583,2.9584577,0.15
1574322486.9081018,2.9584363,0.151
1574322488.3033147,2.9584085,0.15
1574322489.6935773,2.9584097,0.151
1574322491.1018953,2.9584009,0.15
1574322492.4881868,2.9583921,0.151
1574322493.893147,2.9583731,0.15
1574322495.2804441,2.9583567,0.151
1574322496.6836178,2.9583403,0.151
1574322498.0732198,2.9583239,0.15
1574322499.4765198,2.9582936,0.15
1574322500.8675635,2.9582924,0.151
1574322502.2629015,2.9582709,0.15
1574322503.6498008,2.9582419,0.151
1574322505.0536044,2.9582394,0.151
1574322506.43958,2.9582091,0.151
1574322507.8435571,2.9581952,0.151
1574322509.2309475,2.9581927,0.15
1574322510.637084,2.9582002,0.151
1574322512.02305,2.9581863,0.15
1574322513.4249477,2.9581346,0.151
1574322514.8137338,2.9581169,0.151
1574322516.216688,2.958098,0.151
1574322517.6031628,2.95805,0.15
1574322519.0044556,2.9580576,0.15
1574322520.3930593,2.9580374,0.151
1574322521.7873766,2.9580412,0.151
1574322523.175371,2.9580147,0.15
1574322524.5859125,2.9579806,0.151
1574322525.964431,2.9579768,0.151
1574322527.3763242,2.957968,0.151
1574322528.7625177,2.9579503,0.151
1574322530.1678936,2.9579352,0.151
1574322531.5557935,2.9579314,0.151
1574322532.965143,2.9579263,0.15
1574322534.352746,2.9579124,0.151
1574322535.7469964,2.9578859,0.15
1574322537.1327872,2.9578481,0.151
1574322538.5360062,2.9578367,0.151
1574322539.922634,2.957814,0.151
1574322541.327803,2.9577837,0.151
1574322542.7150955,2.9577635,0.15
1574322544.1202762,2.9577799,0.15
1574322545.5070207,2.957732,0.151
1574322546.910194,2.9577017,0.151
1574322548.2972817,2.9576991,0.15
1574322549.7002525,2.957684,0.151
1574322551.0824728,2.9576663,0.151
1574322552.4890034,2.9576587,0.151
1574322553.8814292,2.9576423,0.151
1574322555.2796378,2.9576272,0.15
1574322556.6663573,2.9576297,0.15
1574322558.0604742,2.9575918,0.15
1574322559.4415607,2.9575742,0.151
1574322560.8639383,2.9575451,0.151
1574322562.2499852,2.9575237,0.151
1574322563.6517901,2.9575111,0.151
1574322565.0403876,2.9574871,0.151
1574322566.442775,2.9574644,0.15
1574322567.8315654,2.9574492,0.15
1574322569.2293274,2.9574366,0.15
1574322570.618259,2.957453,0.151
1574322572.0214584,2.9574252,0.151
1574322573.408512,2.9574265,0.151
1574322574.8113515,2.9574076,0.15
1574322576.1974547,2.9573874,0.151
1574322577.6035843,2.9573798,0.151
1574322578.9815865,2.9573571,0.15
1574322580.3949976,2.9573432,0.15
1574322581.7752345,2.9573281,0.151
1574322583.1829453,2.9573091,0.151
1574322584.571834,2.9573053,0.151
1574322585.9736915,2.957275,0.151
1574322587.36137,2.9572738,0.151
1574322588.7620962,2.9572359,0.15
1574322590.1499817,2.957241,0.151
1574322591.5532088,2.9571905,0.151
1574322592.9416533,2.9571879,0.15
1574322594.3460712,2.9571753,0.151
1574322595.7324357,2.9571501,0.151
1574322597.1361825,2.9571135,0.15
1574322598.523141,2.9571034,0.15
1574322599.9269383,2.9571122,0.151
1574322601.3146396,2.9570744,0.15
1574322602.7154284,2.9570504,0.151
1574322604.1058428,2.9570327,0.15
1574322605.4954062,2.9570251,0.151
1574322606.8822553,2.9570201,0.15
1574322608.2943318,2.9570075,0.151
1574322609.6808553,2.9569847,0.151
1574322611.079107,2.9569431,0.151
1574322612.458495,2.9569241,0.151
1574322613.877792,2.9569292,0.15
1574322615.2576342,2.9569115,0.15
1574322616.657492,2.95688,0.15
1574322618.0438147,2.9568913,0.151
1574322619.4571197,2.9568623,0.151
1574322620.8500752,2.9568535,0.151
1574322622.2464066,2.9568396,0.15
1574322623.632899,2.9568232,0.151
1574322625.0404313,2.9567904,0.15
1574322626.4268777,2.9567992,0.151
1574322627.8261096,2.9567449,0.151
1574322629.2142973,2.9567676,0.151
1574322630.624271,2.9567172,0.15
1574322632.0145607,2.9567146,0.151
1574322633.409369,2.9566982,0.151
1574322634.7999306,2.9566818,0.151
1574322636.2000067,2.9566755,0.151
1574322637.5905728,2.9566452,0.15
1574322638.9794178,2.9566212,0.151
1574322640.364986,2.9566048,0.15
1574322641.7788851,2.956572,0.151
1574322643.1668894,2.9565543,0.151
1574322644.568295,2.956543,0.151
1574322645.9631178,2.9565253,0.15
1574322647.3611073,2.9565177,0.151
1574322648.748979,2.9565076,0.151
1574322650.1535914,2.9564937,0.15
1574322651.5461872,2.9564849,0.15
1574322652.9426806,2.9564445,0.151
1574322654.3328342,2.9564029,0.151
1574322655.730371,2.956394,0.151
1574322657.1160662,2.9563814,0.15
1574322658.5201476,2.95636,0.151
1574322659.9084644,2.9563486,0.151
1574322661.3126364,2.9563423,0.151
1574322662.6984305,2.9563385,0.15
1574322664.1024857,2.9563095,0.151
1574322665.4891589,2.9563006,0.151
1574322666.8944883,2.9562893,0.151
1574322668.2826877,2.956264,0.151
1574322669.673727,2.9562388,0.151
1574322671.0514953,2.9562337,0.151
1574322672.4643836,2.9561971,0.15
1574322673.8411813,2.9561605,0.151
1574322675.2637362,2.9561201,0.151
1574322676.6504207,2.9561227,0.151
1574322678.0706475,2.956081,0.151
1574322679.4589474,2.9560861,0.151
1574322680.8587391,2.9560684,0.151
1574322682.2372983,2.956076,0.15
1574322683.6354804,2.956076,0.151
1574322685.023319,2.9560444,0.151
1574322686.4260705,2.9560154,0.151
1574322687.8129053,2.956004,0.151
1574322689.2151053,2.9559737,0.15
1574322690.5940428,2.9559548,0.15
1574322692.003341,2.9559661,0.151
1574322693.3914623,2.9559598,0.151
1574322694.795727,2.955922,0.151
1574322696.183216,2.9559308,0.151
1574322697.5851068,2.9558929,0.151
1574322698.9718812,2.9558778,0.15
1574322700.377493,2.9558765,0.15
1574322701.7643547,2.9558601,0.151
1574322703.1558464,2.9558538,0.151
1574322704.5348954,2.955821,0.151
1574322705.9479492,2.9558096,0.15
1574322707.3339856,2.9558021,0.151
1574322708.7443178,2.9557995,0.15
1574322710.131259,2.9557894,0.15
1574322711.5360394,2.9557844,0.15
1574322712.92325,2.9557579,0.151
1574322714.3273704,2.9557705,0.151
1574322715.7136853,2.9557301,0.15
1574322717.1197543,2.9557175,0.15
1574322718.5065238,2.9557162,0.15
1574322719.9113367,2.9556784,0.151
1574322721.2897258,2.9556481,0.151
1574322722.6973796,2.955614,0.151
1574322724.0886002,2.9555875,0.15
1574322725.4896076,2.9555787,0.151
1574322726.8786585,2.9555837,0.151
1574322728.2773626,2.9555547,0.151
1574322729.664486,2.9555471,0.15
1574322731.0680807,2.9555118,0.15
1574322732.453694,2.9555256,0.15
1574322733.8573642,2.9554878,0.15
1574322735.2469144,2.9554928,0.15
1574322736.651392,2.9554726,0.151
1574322738.0306754,2.9554486,0.15
1574322739.4317346,2.9554171,0.151
1574322740.8197324,2.955431,0.151
1574322742.2308483,2.9554095,0.15
1574322743.621631,2.9554032,0.151
1574322745.0125234,2.9553792,0.15
1574322746.4057078,2.9553616,0.151
1574322747.810818,2.9553351,0.151
1574322749.1977513,2.9553376,0.151
1574322750.6028235,2.9553136,0.15
1574322751.9884818,2.9553098,0.151
1574322753.3935192,2.9553048,0.15
1574322754.7828617,2.9552858,0.15
1574322756.1839647,2.9552808,0.151
1574322757.563332,2.955248,0.151
1574322758.9733615,2.9552316,0.15
1574322760.3606858,2.9552139,0.151
1574322761.7622561,2.9552,0.15
1574322763.1492457,2.9551924,0.151
1574322764.5533204,2.9551482,0.151
1574322765.9394703,2.955118,0.151
1574322767.3436468,2.9550952,0.15
1574322768.7307994,2.9551041,0.151
1574322770.1344628,2.9550826,0.151
1574322771.5225925,2.9550713,0.151
1574322772.925393,2.9550687,0.15
