time,Voltage (V),Current (A)
1574291341.2478826,3.0887779,0.15
1574291342.6522484,3.0887754,0.151
1574291344.0407698,3.0887666,0.151
1574291345.4442694,3.0887603,0.151
1574291346.8208835,3.0887464,0.15
1574291348.2348611,3.0887388,0.151
1574291349.6230106,3.0887401,0.151
1574291351.0276096,3.0887476,0.15
1574291352.4161375,3.0887476,0.15
1574291353.8184116,3.0887337,0.151
1574291355.2062542,3.0887401,0.151
1574291356.597924,3.0887539,0.151
1574291357.983915,3.0887148,0.151
1574291359.3968973,3.0887287,0.151
1574291360.784284,3.0887274,0.15
1574291362.1851506,3.08873,0.15
1574291363.5723727,3.0887274,0.15
1574291364.9775534,3.0887363,0.151
1574291366.3630507,3.0887388,0.151
1574291367.7663488,3.0887325,0.151
1574291369.1552458,3.0887363,0.15
1574291370.5604236,3.0887401,0.151
1574291371.9511678,3.0887539,0.151
1574291373.3393865,3.0887451,0.15
1574291374.7288778,3.0887514,0.151
1574291376.1364686,3.088735,0.15
1574291377.522988,3.0887148,0.151
1574291378.9317076,3.0887274,0.151
1574291380.3173134,3.0887426,0.15
1574291381.7182055,3.0887224,0.151
1574291383.1055932,3.0886921,0.151
1574291384.5123496,3.0887072,0.151
1574291385.897325,3.0886908,0.15
1574291387.300902,3.088711,0.151
1574291388.6885903,3.0887136,0.151
1574291390.0903072,3.088687,0.15
1574291391.4771047,3.0886997,0.151
1574291392.8814437,3.0886984,0.151
1574291394.2687871,3.0886984,0.15
1574291395.6700618,3.0886997,0.151
1574291397.0575562,3.0887123,0.15
1574291398.4622436,3.0886896,0.151
1574291399.8502645,3.0886883,0.151
1574291401.2453995,3.0886934,0.15
1574291402.6339045,3.0887173,0.15
1574291404.0350606,3.0887325,0.151
1574291405.4217234,3.0886883,0.15
1574291406.8328128,3.0886858,0.15
1574291408.2226872,3.0887047,0.151
1574291409.623906,3.0886959,0.151
1574291411.0167153,3.088682,0.15
1574291412.411569,3.0886681,0.151
1574291413.799781,3.0886719,0.151
1574291415.2039387,3.0886845,0.151
1574291416.5897298,3.0886946,0.15
1574291418.0018775,3.0886896,0.151
1574291419.39056,3.0886971,0.151
1574291420.785371,3.0886744,0.151
1574291422.1732693,3.0886732,0.15
1574291423.5787718,3.0886656,0.151
1574291424.9669282,3.0886744,0.151
1574291426.3577318,3.0886807,0.15
1574291427.74327,3.0886732,0.151
1574291429.157006,3.0886681,0.15
1574291430.5462859,3.0886605,0.15
1574291431.9388165,3.0886454,0.151
1574291433.3281329,3.088658,0.15
1574291434.73891,3.0886441,0.15
1574291436.124739,3.0886467,0.151
1574291437.519616,3.0886302,0.151
1574291438.897636,3.0886454,0.151
1574291440.3193443,3.0886366,0.151
1574291441.7073984,3.088653,0.151
1574291443.0992205,3.0886189,0.15
1574291444.4857543,3.0886176,0.151
1574291445.8970122,3.0886037,0.15
1574291447.2842615,3.0886088,0.15
1574291448.691914,3.0886378,0.15
1574291450.0784776,3.0886227,0.15
1574291451.47861,3.0886252,0.151
1574291452.8674898,3.0886101,0.151
1574291454.2727196,3.0886366,0.15
1574291455.6598475,3.0886239,0.151
1574291457.0527356,3.0886366,0.151
1574291458.4406235,3.0886378,0.151
1574291459.8509016,3.0886416,0.151
1574291461.241754,3.0886568,0.15
1574291462.6401014,3.0886429,0.15
1574291464.0277138,3.0886391,0.15
1574291465.4300556,3.0886214,0.15
1574291466.8090768,3.0886189,0.151
1574291468.2205133,3.0886088,0.15
1574291469.6015432,3.0886012,0.15
1574291471.01667,3.0886037,0.151
1574291472.4033256,3.0885835,0.15
1574291473.8050866,3.0886025,0.151
1574291475.1920373,3.0885899,0.151
1574291476.592404,3.0885949,0.151
1574291477.9704304,3.0885709,0.151
1574291479.384306,3.0885886,0.15
1574291480.7719657,3.0885911,0.15
1574291482.172317,3.0885709,0.15
1574291483.560102,3.0885646,0.15
1574291484.9693952,3.0885482,0.15
1574291486.3549106,3.088552,0.151
1574291487.75532,3.0885495,0.151
1574291489.1435437,3.0885331,0.151
1574291490.546179,3.0885368,0.15
1574291491.9371712,3.0885394,0.151
1574291493.341154,3.0885204,0.151
1574291494.7299578,3.0885457,0.151
1574291496.1243415,3.0885507,0.151
1574291497.5127926,3.0885293,0.151
1574291498.917403,3.0885141,0.151
1574291500.3043547,3.0885419,0.151
1574291501.7056332,3.088523,0.151
1574291503.0920072,3.0885053,0.151
1574291504.4979787,3.0885217,0.151
1574291505.8835638,3.0885242,0.151
1574291507.2872746,3.0885179,0.151
1574291508.6757274,3.0885053,0.151
1574291510.069169,3.0884889,0.151
1574291511.456641,3.0884952,0.15
1574291512.8591993,3.0884737,0.15
1574291514.2460878,3.0884914,0.151
1574291515.6562576,3.0884763,0.15
1574291517.044401,3.0885015,0.15
1574291518.4501088,3.0885154,0.15
1574291519.8360252,3.088499,0.151
1574291521.2402008,3.0884977,0.151
1574291522.6282158,3.0884889,0.15
1574291524.0320523,3.0884699,0.15
1574291525.4192245,3.0884838,0.15
1574291526.8112447,3.0884662,0.151
1574291528.197353,3.0884636,0.151
1574291529.6091294,3.0884548,0.15
1574291530.9943411,3.0884687,0.151
1574291532.3979404,3.0884523,0.151
1574291533.7858527,3.0884624,0.151
1574291535.1895835,3.088427,0.151
1574291536.5758111,3.0884422,0.15
1574291537.9837596,3.0884535,0.151
1574291539.3816457,3.0884447,0.15
1574291540.7619662,3.0884371,0.15
1574291542.1387448,3.0884308,0.151
1574291543.5513113,3.0884308,0.151
1574291544.9278796,3.0884422,0.15
1574291546.3440802,3.0884321,0.15
1574291547.7203014,3.0884106,0.151
1574291549.1434965,3.0884409,0.151
1574291550.5298011,3.0884397,0.151
1574291551.9640265,3.0884232,0.15
1574291553.3422487,3.0884056,0.15
1574291554.7194712,3.088427,0.151
1574291556.097691,3.088427,0.151
1574291557.5028973,3.0884333,0.151
1574291558.8861303,3.088422,0.151
1574291560.3093247,3.0884371,0.151
1574291561.6955416,3.0884283,0.151
1574291563.0847573,3.0884258,0.151
1574291564.462049,3.0884258,0.15
1574291565.8759947,3.088446,0.151
1574291567.2642102,3.0884397,0.15
1574291568.6831899,3.0884207,0.15
1574291570.075403,3.0884384,0.15
1574291571.462657,3.0884763,0.15
1574291572.8625603,3.0884384,0.151
1574291574.2466102,3.0884169,0.151
1574291575.6356866,3.0884283,0.15
1574291577.036427,3.0884346,0.151
1574291578.4135022,3.088398,0.151
1574291579.8361552,3.0884245,0.151
1574291581.213257,3.0884144,0.151
1574291582.7314005,3.0883879,0.15
1574291584.1635914,3.0884081,0.151
1574291585.5409408,3.0884131,0.15
1574291586.9571404,3.0883942,0.151
1574291588.3346567,3.0884043,0.15
1574291589.7486298,3.0884258,0.151
1574291591.1358917,3.0884258,0.151
1574291592.5476553,3.0884195,0.151
1574291593.9408967,3.0884283,0.15
1574291595.3400104,3.0884296,0.151
1574291596.7249875,3.088422,0.151
1574291598.1276422,3.0883967,0.151
1574291599.5148375,3.0884106,0.151
1574291600.921039,3.0883955,0.15
1574291602.3087249,3.0883791,0.151
1574291603.7017112,3.0883677,0.15
1574291605.0877116,3.0883778,0.151
1574291606.5003917,3.0883904,0.151
1574291607.889505,3.0883664,0.151
1574291609.289463,3.0883526,0.151
1574291610.6999207,3.08835,0.15
1574291612.0890145,3.0883463,0.15
1574291613.4766417,3.0883488,0.151
1574291614.8755429,3.0883336,0.15
1574291616.2618408,3.0883096,0.151
1574291617.661747,3.0883071,0.15
1574291619.040025,3.0883273,0.151
1574291620.4534,3.0882996,0.151
1574291621.829622,3.0883096,0.151
1574291623.2318296,3.0883046,0.151
1574291624.6081393,3.0882958,0.151
1574291626.0327592,3.0883033,0.151
1574291627.4185867,3.0883185,0.151
1574291628.8147228,3.0883248,0.151
1574291630.2078145,3.0883021,0.15
1574291631.6139066,3.0883033,0.15
1574291632.9989636,3.0883096,0.151
1574291634.394161,3.0883059,0.15
1574291635.7850344,3.0882907,0.151
1574291637.1860533,3.0882844,0.151
1574291638.575218,3.0882996,0.15
1574291639.9869523,3.0882857,0.15
1574291641.3657367,3.0882907,0.15
1574291642.7749634,3.0882945,0.15
1574291644.1646533,3.0883122,0.151
1574291645.5655968,3.0882983,0.151
1574291646.9515307,3.0883084,0.151
1574291648.3541737,3.088292,0.151
1574291649.7339206,3.0882983,0.15
1574291651.1476314,3.0882932,0.15
1574291652.5327563,3.0882806,0.15
1574291653.937435,3.0882895,0.151
1574291655.3242955,3.088297,0.151
1574291656.7289455,3.0882642,0.15
1574291658.1071105,3.0882604,0.151
1574291659.5173473,3.0882402,0.15
1574291660.907514,3.0882541,0.15
1574291662.3057249,3.0882579,0.151
1574291663.691645,3.0882667,0.151
1574291665.0892825,3.0882604,0.15
1574291666.4789932,3.0882516,0.151
1574291667.887708,3.0882491,0.15
1574291669.2762558,3.0882705,0.151
1574291670.671097,3.0882592,0.15
1574291672.0497036,3.0882579,0.15
1574291673.4705515,3.0882554,0.151
1574291674.859945,3.0882428,0.151
1574291676.2586668,3.088268,0.15
1574291677.6499922,3.0882301,0.151
1574291679.0405016,3.088239,0.151
1574291680.4261181,3.0882289,0.151
1574291681.831843,3.0882276,0.151
1574291683.2180724,3.0882327,0.151
1574291684.6303825,3.0882137,0.151
1574291686.0236557,3.0882327,0.151
1574291687.4231434,3.0882137,0.151
1574291688.810797,3.0882175,0.15
1574291690.2118065,3.0882251,0.151
1574291691.5996075,3.0882162,0.151
1574291693.000373,3.0882137,0.151
1574291694.3893132,3.0882339,0.15
1574291695.7915516,3.0882125,0.15
1574291697.1783366,3.0881973,0.151
1574291698.5734665,3.0881809,0.15
1574291699.9651508,3.0882049,0.15
1574291701.3638263,3.0881935,0.151
1574291702.7535787,3.0881834,0.151
1574291704.1657119,3.0881721,0.151
1574291705.552357,3.0881771,0.15
1574291706.953604,3.0881809,0.15
1574291708.3411145,3.0881834,0.15
1574291709.748313,3.0881759,0.15
1574291711.1362805,3.0881784,0.151
1574291712.5243025,3.088186,0.151
1574291713.9100468,3.0881784,0.15
1574291715.3245606,3.0881494,0.15
1574291716.7113743,3.0881557,0.151
1574291718.1118994,3.0881544,0.15
1574291719.4991941,3.0881494,0.151
1574291720.9075286,3.0881393,0.151
1574291722.2968416,3.0881342,0.15
1574291723.6962872,3.0881165,0.151
1574291725.0899332,3.0881329,0.151
1574291726.4871526,3.0881292,0.151
1574291727.8760152,3.0881203,0.151
1574291729.2757852,3.0881228,0.151
1574291730.661368,3.0881279,0.15
1574291732.057921,3.0881254,0.151
1574291733.4460282,3.0881367,0.15
1574291734.8567355,3.0881216,0.15
1574291736.2428863,3.0881026,0.151
1574291737.6476116,3.0881165,0.15
1574291739.0342295,3.0881418,0.15
1574291740.440679,3.0880989,0.151
1574291741.8273487,3.0880825,0.15
1574291743.23221,3.0880888,0.151
1574291744.621142,3.0881001,0.15
1574291746.0277452,3.0880862,0.15
1574291747.4192345,3.0881292,0.15
1574291748.809145,3.088085,0.151
1574291750.195502,3.0881077,0.151
1574291751.5902617,3.0880913,0.151
1574291752.97777,3.0880761,0.151
1574291754.3928237,3.0880938,0.151
1574291755.7696483,3.0880825,0.151
1574291757.1799612,3.0880938,0.15
1574291758.5687127,3.0881165,0.15
1574291759.9721894,3.0880976,0.151
1574291761.3588953,3.0881115,0.151
1574291762.7604094,3.0881127,0.15
1574291764.151017,3.0881001,0.151
1574291765.5512972,3.0880825,0.151
1574291766.9378955,3.0881001,0.151
1574291768.3402882,3.0880749,0.151
1574291769.72772,3.08809,0.151
1574291771.1317246,3.0881039,0.15
1574291772.5171146,3.0880761,0.151
1574291773.9227812,3.0880736,0.151
1574291775.3110764,3.0880837,0.15
1574291776.7129855,3.0880648,0.151
1574291778.102444,3.0880711,0.151
1574291779.5048196,3.0880559,0.151
1574291780.8957584,3.0880307,0.151
1574291782.2925632,3.088066,0.15
1574291783.6807182,3.0880484,0.151
1574291785.073587,3.0880534,0.151
1574291786.4628217,3.0880484,0.15
1574291787.872507,3.0880421,0.15
1574291789.2604015,3.0880358,0.151
1574291790.666234,3.0880358,0.15
1574291792.0447123,3.088037,0.15
1574291793.4568543,3.0880484,0.151
1574291794.844953,3.0880282,0.15
1574291796.2474477,3.0880345,0.15
1574291797.6383498,3.0880206,0.15
1574291799.040007,3.0880143,0.15
1574291800.4274437,3.0880143,0.151
1574291801.8246453,3.0880206,0.15
1574291803.2110205,3.0880042,0.15
1574291804.6151946,3.0879954,0.151
1574291806.0004282,3.0880168,0.15
1574291807.4082508,3.0879827,0.151
1574291808.7964551,3.0879916,0.151
1574291810.1981235,3.087984,0.151
1574291811.5838404,3.0880219,0.15
1574291812.9857793,3.0880055,0.151
1574291814.373905,3.0880017,0.151
1574291815.7778797,3.0879638,0.15
1574291817.1557453,3.0879739,0.151
1574291818.568436,3.0879777,0.15
1574291819.9592097,3.0879941,0.151
1574291821.3597574,3.0879992,0.15
1574291822.745948,3.0879752,0.15
1574291824.151434,3.0879815,0.151
1574291825.530244,3.0879764,0.15
1574291826.939517,3.0879891,0.15
1574291828.3278372,3.0879928,0.15
1574291829.7376096,3.0879777,0.151
1574291831.1264145,3.0879764,0.151
1574291832.5187807,3.0879689,0.151
1574291833.9055176,3.0879916,0.15
1574291835.310591,3.087955,0.15
1574291836.6961715,3.0879524,0.15
1574291838.098582,3.0879499,0.151
1574291839.4875693,3.0879297,0.15
1574291840.8810098,3.0879499,0.151
1574291842.2690897,3.0879436,0.151
1574291843.6864746,3.0879297,0.151
1574291845.0649934,3.087902,0.151
1574291846.4693065,3.0879133,0.151
1574291847.8484385,3.0879424,0.151
1574291849.2631671,3.0879234,0.151
1574291850.6418922,3.0879133,0.15
1574291852.051212,3.0879196,0.15
1574291853.4379156,3.0879108,0.151
1574291854.843269,3.0879007,0.15
1574291856.228303,3.087902,0.151
1574291857.6316495,3.0878969,0.15
1574291859.0229135,3.0878919,0.15
1574291860.4245963,3.0878843,0.151
1574291861.8128135,3.0878919,0.151
1574291863.2161436,3.0878679,0.15
1574291864.6039445,3.0878717,0.151
1574291866.002233,3.0878414,0.15
1574291867.387323,3.0878464,0.151
1574291868.794071,3.0878464,0.15
1574291870.181241,3.087825,0.15
1574291871.5833282,3.0878515,0.15
1574291872.9708166,3.0878401,0.151
1574291874.366291,3.0878426,0.151
1574291875.7554085,3.0878237,0.15
1574291877.1556065,3.0878288,0.15
1574291878.5424623,3.0878288,0.151
1574291879.9574707,3.0878212,0.15
1574291881.3441746,3.0878262,0.151
1574291882.7443862,3.0878553,0.151
1574291884.1314456,3.0878401,0.15
1574291885.5358818,3.0878426,0.15
1574291886.9222364,3.08783,0.151
1574291888.324945,3.0878313,0.151
1574291889.7109966,3.0878111,0.151
1574291891.1170135,3.0878035,0.151
1574291892.5048416,3.0878212,0.15
1574291893.9115818,3.0878174,0.151
1574291895.2984738,3.0878376,0.15
1574291896.6976187,3.0877985,0.15
1574291898.0875595,3.0877997,0.15
1574291899.49065,3.0877934,0.15
1574291900.8793726,3.0878022,0.151
1574291902.277621,3.0877934,0.15
1574291903.6657372,3.0878073,0.151
1574291905.0587082,3.087806,0.151
1574291906.4476392,3.0877985,0.15
1574291907.8587723,3.0877947,0.151
1574291909.2451108,3.0877909,0.15
1574291910.6519156,3.0877858,0.151
1574291912.0406353,3.0877846,0.151
1574291913.441451,3.0877694,0.151
1574291914.8296015,3.0877543,0.151
1574291916.2291064,3.0877278,0.151
1574291917.624559,3.0877379,0.151
1574291919.0286815,3.0877391,0.151
1574291920.4097579,3.0877442,0.151
1574291921.8089447,3.0877492,0.15
1574291923.1950552,3.087729,0.151
1574291924.6020322,3.0877189,0.151
1574291925.9813535,3.0877189,0.15
1574291927.3903866,3.0877366,0.15
1574291928.781913,3.0877328,0.151
1574291930.1720653,3.0877278,0.15
1574291931.559151,3.0877114,0.15
1574291932.9765358,3.087695,0.151
1574291934.3558762,3.0876773,0.15
1574291935.7614996,3.0876836,0.15
1574291937.1420372,3.087676,0.15
1574291938.5516098,3.0876735,0.151
1574291939.936924,3.087671,0.151
1574291941.3418007,3.0876546,0.151
1574291942.7287695,3.0876432,0.15
1574291944.1361494,3.0876419,0.151
1574291945.521593,3.0876394,0.151
1574291946.9249465,3.0876584,0.15
1574291948.315003,3.0876495,0.151
1574291949.7169805,3.0876293,0.151
1574291951.0952497,3.0876319,0.15
1574291952.5026076,3.0876154,0.151
1574291953.889831,3.0876218,0.151
1574291955.2953424,3.0876243,0.15
1574291956.6818023,3.0876129,0.15
1574291958.0842652,3.087618,0.15
1574291959.471523,3.0876281,0.15
1574291960.8762894,3.0876205,0.15
1574291962.2636752,3.0876117,0.15
1574291963.6688387,3.0876243,0.151
1574291965.0558348,3.0876079,0.15
1574291966.455918,3.0876079,0.15
1574291967.8475182,3.087594,0.151
1574291969.2471583,3.0876091,0.151
1574291970.6324608,3.0876079,0.15
1574291972.0419357,3.0875889,0.151
1574291973.4278166,3.087565,0.151
1574291974.827942,3.0876041,0.15
1574291976.2135053,3.0875852,0.151
1574291977.6179292,3.0875801,0.151
1574291979.0051737,3.0876079,0.151
1574291980.4094315,3.0875814,0.15
1574291981.7977192,3.0876104,0.15
1574291983.201379,3.0876016,0.151
1574291984.590757,3.0876079,0.151
1574291985.9887462,3.0876104,0.15
1574291987.3741949,3.0876167,0.151
1574291988.7797115,3.0876117,0.15
1574291990.166912,3.0876293,0.15
1574291991.567745,3.0875978,0.15
1574291992.954048,3.0876053,0.151
1574291994.361155,3.0876079,0.151
1574291995.7395341,3.0876053,0.151
1574291997.14951,3.0876142,0.15
1574291998.5390441,3.087594,0.151
1574291999.933112,3.0876041,0.151
1574292001.320274,3.0875864,0.151
1574292002.728449,3.0875877,0.151
1574292004.1159132,3.0875523,0.151
1574292005.5207877,3.0875713,0.151
1574292006.9214835,3.0875738,0.15
1574292008.3105235,3.0875801,0.151
1574292009.6965375,3.0875687,0.15
1574292011.1023443,3.0875738,0.15
1574292012.4891164,3.0875612,0.151
1574292013.8953705,3.0875271,0.151
1574292015.2822733,3.0875359,0.151
1574292016.6818533,3.0875334,0.15
1574292018.0593708,3.0875334,0.15
1574292019.472062,3.0875284,0.151
1574292020.856919,3.0875435,0.15
1574292022.2547739,3.0875296,0.151
1574292023.6423924,3.0875119,0.15
1574292025.0556755,3.087541,0.151
1574292026.4416158,3.0875385,0.15
1574292027.8434558,3.0875284,0.151
1574292029.2299104,3.0875246,0.15
1574292030.624483,3.0875107,0.151
1574292032.0046785,3.0875119,0.151
1574292033.4259727,3.0874968,0.15
1574292034.813751,3.0875069,0.15
1574292036.2133093,3.0875031,0.151
1574292037.6056135,3.0875082,0.151
1574292039.0064723,3.0875157,0.15
1574292040.3849251,3.0874993,0.15
1574292041.7938747,3.0875183,0.15
1574292043.1815798,3.0874842,0.151
1574292044.5867527,3.0874728,0.15
1574292045.9726477,3.087493,0.151
1574292047.3778539,3.0874476,0.15
1574292048.766593,3.0874753,0.15
1574292050.1693861,3.0874514,0.15
1574292051.5581925,3.0874501,0.151
1574292052.9617739,3.0874299,0.15
1574292054.3500743,3.0874514,0.151
1574292055.7463577,3.08744,0.151
1574292057.1350212,3.0874299,0.151
1574292058.5390177,3.0874375,0.151
1574292059.9251785,3.0874148,0.15
1574292061.3280764,3.0874249,0.15
1574292062.714573,3.0874122,0.151
1574292064.1220708,3.087416,0.15
1574292065.507052,3.0873946,0.15
1574292066.9092174,3.0873744,0.15
1574292068.298927,3.0874097,0.15
1574292069.7030606,3.0873908,0.151
1574292071.0810761,3.0873542,0.151
1574292072.4883912,3.0873832,0.151
1574292073.875866,3.0873756,0.151
1574292075.2803888,3.087358,0.151
1574292076.667531,3.0873516,0.15
1574292078.070641,3.0873617,0.151
1574292079.4561813,3.0873769,0.151
1574292080.8659718,3.0873567,0.15
1574292082.253615,3.0873617,0.151
1574292083.6537774,3.0873718,0.151
1574292085.0512946,3.0873706,0.151
1574292086.441701,3.0873693,0.151
1574292087.8206315,3.0873769,0.151
1574292089.2315981,3.0873617,0.151
1574292090.6172876,3.0873554,0.15
1574292092.0224993,3.0873516,0.15
1574292093.4091825,3.0873617,0.151
1574292094.812008,3.0873428,0.151
1574292096.1983237,3.0873466,0.15
1574292097.6030107,3.0873214,0.151
1574292098.9913526,3.0873087,0.151
1574292100.3939908,3.0872961,0.15
1574292101.7822623,3.087315,0.151
1574292103.1870365,3.0872974,0.15
1574292104.5739043,3.08731,0.151
1574292105.973492,3.0872911,0.151
1574292107.359867,3.0872784,0.151
1574292108.7662127,3.0872847,0.151
1574292110.1520743,3.087262,0.151
1574292111.55256,3.0872936,0.15
1574292112.943399,3.0872936,0.151
1574292114.3462756,3.0872608,0.151
1574292115.7325952,3.0872671,0.15
1574292117.1357114,3.0872696,0.151
1574292118.5245464,3.0872393,0.151
1574292119.918074,3.0872292,0.15
1574292121.3134105,3.0872431,0.151
1574292122.7072535,3.0872368,0.151
1574292124.0940754,3.0872204,0.15
1574292125.5069835,3.0872153,0.151
1574292126.8998153,3.0872128,0.151
1574292128.2983723,3.0871989,0.151
1574292129.6847556,3.0871876,0.15
1574292131.0771065,3.0871863,0.151
1574292132.4555776,3.0872002,0.151
1574292133.8803315,3.0871863,0.151
1574292135.266848,3.0872052,0.151
1574292136.6690574,3.0871825,0.15
1574292138.0592554,3.08718,0.15
1574292139.4571736,3.0871724,0.151
1574292140.8419743,3.0871876,0.151
1574292142.2449422,3.0871699,0.151
1574292143.6322844,3.0871674,0.151
1574292145.042165,3.0871661,0.151
1574292146.4350777,3.0871472,0.15
1574292147.8290875,3.0871345,0.151
1574292149.2148545,3.0871535,0.151
1574292150.6156492,3.0871712,0.15
1574292151.994058,3.0871219,0.151
1574292153.4114563,3.0871434,0.151
1574292154.798683,3.0871497,0.15
1574292156.1909187,3.0871383,0.15
1574292157.5772843,3.0871472,0.151
1574292158.9894822,3.0871409,0.15
1574292160.3756886,3.0871409,0.151
1574292161.7857227,3.087127,0.151
1574292163.1718116,3.0871118,0.151
1574292164.565577,3.0871245,0.151
1574292165.953286,3.0871068,0.15
1574292167.3535597,3.087103,0.15
1574292168.7436452,3.0870904,0.15
1574292170.1519423,3.0870841,0.151
1574292171.5393796,3.0870853,0.15
1574292172.9402697,3.0870967,0.15
1574292174.327768,3.0870891,0.151
1574292175.7310803,3.0870967,0.15
1574292177.11833,3.0871017,0.151
1574292178.5264947,3.0870815,0.151
1574292179.91153,3.0870866,0.15
1574292181.311223,3.0870979,0.15
1574292182.7010012,3.0870916,0.151
1574292184.104993,3.0870525,0.151
1574292185.4835606,3.0870374,0.151
1574292186.8947783,3.0870323,0.151
1574292188.2830498,3.0870449,0.151
1574292189.6843052,3.087026,0.15
1574292191.0623035,3.0870298,0.151
1574292192.4738941,3.0870588,0.15
1574292193.8600535,3.0870411,0.151
1574292195.2640831,3.0870247,0.15
1574292196.6519961,3.0870172,0.15
1574292198.05446,3.0870247,0.151
1574292199.4435349,3.0870058,0.15
1574292200.84417,3.0870172,0.15
1574292202.232513,3.0870109,0.151
1574292203.635803,3.0869982,0.15
1574292205.0236304,3.0869957,0.151
1574292206.426772,3.0869944,0.151
1574292207.8155186,3.087002,0.151
1574292209.2166002,3.0870083,0.151
1574292210.60707,3.0869894,0.15
1574292211.9991245,3.086978,0.151
1574292213.3849394,3.086973,0.151
1574292214.7960005,3.0869755,0.151
1574292216.1745932,3.0869705,0.151
1574292217.5857232,3.0869364,0.15
1574292218.9736547,3.0869427,0.151
1574292220.3780327,3.0869528,0.15
1574292221.7682357,3.0869402,0.151
1574292223.1782436,3.0869452,0.151
1574292224.5659506,3.0869616,0.151
1574292225.956725,3.0869402,0.15
1574292227.3442268,3.0869528,0.15
1574292228.748789,3.0869364,0.15
1574292230.1354043,3.0869503,0.151
1574292231.5364454,3.086973,0.15
1574292232.925248,3.0869616,0.151
1574292234.3311062,3.0869806,0.151
1574292235.7154746,3.0869856,0.15
1574292237.1220665,3.0869768,0.151
1574292238.4996932,3.0869326,0.151
1574292239.899607,3.0869339,0.151
1574292241.2865238,3.0869452,0.15
1574292242.6894236,3.086949,0.151
1574292244.0672894,3.0869629,0.15
1574292245.4897716,3.0869452,0.15
1574292246.8776484,3.0869477,0.15
1574292248.280314,3.0869225,0.15
1574292249.667456,3.0869111,0.15
1574292251.0620534,3.0869275,0.15
1574292252.4496577,3.0869048,0.15
1574292253.852272,3.0868884,0.151
1574292255.2407532,3.0868708,0.15
1574292256.6507509,3.0868695,0.151
1574292258.044019,3.0868771,0.151
1574292259.4417195,3.0868821,0.151
1574292260.831292,3.0868796,0.15
1574292262.2319021,3.0868682,0.151
1574292263.611707,3.0868821,0.151
1574292265.0214474,3.0868771,0.15
1574292266.4055712,3.0868619,0.151
1574292267.8134875,3.0868682,0.15
1574292269.1994843,3.0868632,0.15
1574292270.6038566,3.0868695,0.15
1574292271.9912996,3.086843,0.151
1574292273.386421,3.0868607,0.151
1574292274.7719898,3.0868543,0.151
1574292276.183374,3.0868493,0.151
1574292277.5733929,3.0868291,0.151
1574292278.9753416,3.0868354,0.151
1574292280.3620684,3.0868405,0.151
1574292281.7627032,3.0868304,0.151
1574292283.1496596,3.0868089,0.15
1574292284.554011,3.0867925,0.15
1574292285.939237,3.0868026,0.151
1574292287.3448305,3.0868114,0.151
1574292288.7324257,3.0868354,0.151
1574292290.136707,3.0868253,0.15
1574292291.5154574,3.0868341,0.151
1574292292.929447,3.0868354,0.15
1574292294.3188508,3.0868341,0.151
1574292295.7151313,3.0868442,0.15
1574292297.0930526,3.0868291,0.151
1574292298.5063636,3.086814,0.151
1574292299.8934932,3.086814,0.15
1574292301.2954059,3.0868001,0.15
1574292302.6745198,3.0868114,0.151
1574292304.078828,3.0868076,0.151
1574292305.4670181,3.0868051,0.15
1574292306.8796096,3.086814,0.151
1574292308.269488,3.0868278,0.151
1574292309.6689138,3.0868064,0.151
1574292311.0586908,3.0868165,0.151
1574292312.457317,3.0868064,0.15
1574292313.843716,3.0868026,0.151
1574292315.2468283,3.0868026,0.151
1574292316.6261742,3.0867925,0.15
1574292318.0426867,3.0867862,0.151
1574292319.4438689,3.0867698,0.151
1574292320.831378,3.0867647,0.15
1574292322.2192764,3.0867597,0.151
1574292323.621685,3.0867597,0.151
1574292325.0097075,3.0867319,0.151
1574292326.4081228,3.0867471,0.15
1574292327.7981093,3.0867306,0.15
1574292329.2005546,3.0867281,0.151
1574292330.5808613,3.0867231,0.151
1574292331.9891973,3.0867067,0.151
1574292333.3773706,3.0867142,0.151
1574292334.7790108,3.0867332,0.151
1574292336.1680567,3.0867357,0.151
1574292337.572612,3.0867079,0.15
1574292338.950085,3.0867168,0.151
1574292340.3601327,3.086694,0.151
1574292341.7477636,3.0866726,0.151
1574292343.1539252,3.0866776,0.15
1574292344.5410964,3.0866701,0.15
1574292345.9402711,3.0866865,0.151
1574292347.3273427,3.0866966,0.15
1574292348.7331936,3.0866814,0.151
1574292350.118658,3.086689,0.151
1574292351.5215213,3.0866738,0.151
1574292352.9126508,3.0866827,0.15
1574292354.3143675,3.0866574,0.15
1574292355.6996388,3.086665,0.15
1574292357.094167,3.0866638,0.15
1574292358.4873614,3.0866486,0.15
1574292359.8951876,3.0866486,0.151
1574292361.285373,3.0866587,0.151
1574292362.6832497,3.0866524,0.15
1574292364.0726042,3.0866436,0.15
1574292365.47441,3.0866347,0.151
1574292366.8614056,3.0866398,0.151
1574292368.2663908,3.0866208,0.15
1574292369.6518352,3.0866335,0.15
1574292371.0602221,3.0866019,0.151
1574292372.4469702,3.0866208,0.151
1574292373.8476288,3.0866171,0.15
1574292375.2337937,3.0866297,0.151
1574292376.6391313,3.0866044,0.151
1574292378.0288696,3.0866145,0.151
1574292379.4470758,3.0866259,0.151
1574292380.833751,3.0866208,0.151
1574292382.2241304,3.0866208,0.15
1574292383.6127195,3.086612,0.151
1574292385.0071218,3.0865792,0.151
