time,voltage
1573661358.7442439,3.4272458
1573661360.1122754,3.4271696
1573661361.480239,3.4270846
1573661362.8467515,3.4270146
1573661364.2146127,3.4269346
1573661365.5830722,3.4268433
1573661366.9505546,3.4267558
1573661368.3182921,3.4266721
1573661369.6861198,3.4265883
1573661371.0537744,3.4265071
1573661372.4209964,3.4264333
1573661373.78824,3.4263483
1573661375.1537058,3.4262558
1573661376.5205941,3.4261833
1573661377.918087,3.4260946
1573661379.283512,3.4260033
1573661380.6513038,3.4259196
1573661382.0194833,3.4258333
1573661383.386735,3.425757
1573661384.7520947,3.4256745
1573661386.1202095,3.4255883
1573661387.48745,3.4255033
1573661388.8541148,3.4254133
1573661390.2214668,3.4253358
1573661391.5896113,3.4252445
1573661392.9568315,3.4251583
1573661394.3237684,3.425077
1573661395.6910133,3.4250008
1573661397.0583675,3.4249195
1573661398.4260066,3.4248283
1573661399.7913578,3.4247483
1573661401.1588008,3.4246633
1573661402.727734,3.424557
1573661404.0953162,3.4244658
1573661405.4604888,3.4243783
1573661406.8256588,3.4243033
1573661408.1908696,3.4242283
1573661409.5560389,3.4241483
1573661410.9218516,3.4240583
1573661412.2893019,3.4239757
1573661413.656362,3.423887
1573661415.023857,3.4237995
1573661416.3906174,3.4237207
1573661417.7585459,3.4236357
1573661419.1248121,3.4235407
1573661420.4912097,3.4234695
1573661421.8591437,3.423387
1573661423.2276108,3.4233007
1573661424.5959675,3.4232182
1573661425.9640677,3.4231332
1573661427.3311477,3.423052
1573661428.6981618,3.4229795
1573661430.0650194,3.4228945
1573661431.433492,3.4228132
1573661432.80055,3.4227207
1573661434.1684372,3.4226432
1573661435.5345378,3.4225632
1573661436.9022317,3.4224845
1573661438.269966,3.4223882
1573661439.6367707,3.4223195
1573661441.0265486,3.4222345
1573661442.3936896,3.4221407
1573661443.762072,3.4220669
1573661445.1293962,3.4219794
1573661446.4965148,3.4218982
1573661447.8627813,3.4218032
1573661449.2310584,3.4217232
1573661450.599123,3.4216269
1573661451.966676,3.4215557
1573661453.3340719,3.4214707
1573661454.70228,3.4213782
1573661456.0734172,3.4213019
1573661457.44103,3.4212194
1573661458.806475,3.4211444
1573661460.1742172,3.4210569
1573661461.5601802,3.4209794
1573661462.927413,3.4208907
1573661464.2952259,3.4208194
1573661465.7203276,3.4207307
1573661467.086685,3.4206532
1573661468.4539275,3.4205657
1573661469.819097,3.4204769
1573661471.1844106,3.4203994
1573661472.5510666,3.4203207
1573661473.9182801,3.4202394
1573661475.2865684,3.4201531
1573661476.6536198,3.4200631
1573661478.0206983,3.4199819
1573661479.3883157,3.4199019
1573661480.7561917,3.4198219
1573661482.1229358,3.4197381
1573661483.4893665,3.4196581
1573661484.8565602,3.4195819
1573661486.2234998,3.4195006
1573661487.5914178,3.4194119
1573661488.9591331,3.4193256
1573661490.3275623,3.4192419
